production_order_id,product_id,plant_id,planned_qty,actual_qty,start_date,end_date,defect_rate_pct,production_cost
PO003728,P00235,,100,,2024-03-10,2024-04-10,3.5,25000
PO003729,P00246,Plant_B,,400,2024-10-15,2023-09-15,15,
PO003730,P00190,Plant_A,,1800,2024-11-02,2023-02-12,0.5,-5000
PO003731,P00251,Plant_B,2000,400,2023-04-28,2024-08-13,15,-5000
PO003732,P00151,,500,50,2022-03-02,2024-11-22,1.2,-5000
PO003733,P00019,Plant_A,100,5000,2024-04-16,2023-10-05,,25000
PO003734,P00221,Plant_B,2000,,2024-05-19,2022-02-11,0.5,-5000
PO003735,P00185,Plant_A,,,2023-07-26,2022-11-05,3.5,-5000
PO003736,P00128,Plant_A,100,5000,2023-10-15,2024-09-23,1.2,80000
PO003737,P00242,,2000,,2022-05-24,2022-09-18,15,25000
PO003738,P00172,Plant_B,100,,2022-05-11,2024-03-25,15,80000
PO003739,P00169,Plant_A,2000,1800,2022-06-26,2024-10-10,1.2,
PO003740,P00130,,500,400,2024-11-23,2022-11-01,15,
PO003741,P00064,PLANT-A,500,50,2024-04-07,2023-07-24,,80000
PO003742,P00234,PLANT-A,,1800,2024-04-17,2023-08-24,,
PO003743,P00159,,100,5000,2024-01-10,2022-12-16,0.5,10000
PO003744,P00104,PLANT-A,,5000,2023-01-12,2024-09-27,1.2,
PO003745,P00135,,100,1800,2022-04-20,2024-06-30,0.5,
PO003746,P00054,,,5000,2023-05-18,2022-10-20,0.5,10000
PO003747,P00040,,,5000,2024-08-09,2024-09-03,,-5000
PO003748,P00061,Plant_A,100,400,2022-10-15,2024-04-23,,10000
PO003749,P00202,Plant_A,2000,400,2023-10-31,2023-09-19,15,80000
PO003750,P00089,Plant_A,,5000,2022-07-07,2024-09-07,3.5,25000
PO003751,P00258,Plant_B,100,,2024-03-08,2024-03-21,15,25000
PO003752,P00207,Plant_A,,5000,2022-01-13,2022-12-13,1.2,80000
PO003753,P00295,Plant_B,100,1800,2024-01-24,2022-03-27,3.5,-5000
PO003754,P00028,Plant_B,100,1800,2023-08-09,2023-04-02,3.5,25000
PO003755,P00253,Plant_B,500,,2023-03-04,2024-11-04,,-5000
PO003756,P00246,Plant_A,100,,2023-03-04,2024-07-09,,10000
PO003757,P00221,Plant_B,100,,2024-02-18,2024-02-05,15,10000
PO003758,P00009,Plant_B,2000,5000,2024-10-11,2023-01-01,,80000
PO003759,P00122,PLANT-A,,5000,2024-09-10,2022-02-12,0.5,-5000
PO003760,P00294,Plant_B,100,5000,2022-08-30,2022-12-12,15,25000
PO003761,P00177,,100,400,2023-11-23,2024-07-16,,25000
PO003762,P00161,PLANT-A,100,5000,2023-05-01,2022-05-15,,80000
PO003763,P00025,,500,50,2022-11-19,2024-10-25,15,25000
PO003764,P00207,PLANT-A,500,400,2022-01-01,2022-09-07,3.5,
PO003765,P00128,Plant_B,500,1800,2023-09-23,2022-12-21,1.2,
PO003766,P00162,,2000,5000,2023-09-15,2022-12-15,15,-5000
PO003767,P00261,PLANT-A,2000,,2022-06-04,2022-10-12,0.5,80000
PO003768,P00137,Plant_A,,50,2023-06-01,2022-02-17,,
PO003769,P00246,Plant_B,,1800,2022-09-05,2022-07-08,,-5000
PO003770,P00219,Plant_A,,,2023-02-18,2023-12-24,3.5,80000
PO003771,P00118,,500,400,2024-07-01,2023-03-17,3.5,-5000
PO003772,P00138,Plant_B,2000,50,2022-02-02,2023-03-19,,10000
PO003773,P00171,PLANT-A,100,400,2024-10-19,2022-10-01,,
PO003774,P00002,Plant_A,500,1800,2023-06-18,2024-05-01,15,-5000
PO003775,P00088,Plant_A,2000,1800,2024-09-25,2023-06-26,15,10000
PO003776,P00112,,2000,,2024-12-23,2022-09-22,15,-5000
PO003777,P00050,,100,,2024-06-27,2022-04-05,15,
PO003778,P00228,PLANT-A,500,,2023-08-26,2022-04-26,3.5,-5000
PO003779,P00046,Plant_B,2000,50,2023-07-08,2023-11-12,,
PO003780,P00262,Plant_A,2000,5000,2023-05-30,2022-10-13,15,10000
PO003781,P00134,PLANT-A,100,1800,2022-07-24,2023-09-08,1.2,80000
PO003782,P00269,Plant_B,2000,,2023-02-26,2022-04-22,0.5,-5000
PO003783,P00114,PLANT-A,500,5000,2022-09-12,2024-07-04,15,10000
PO003784,P00065,,500,400,2022-10-11,2023-11-06,1.2,
PO003785,P00026,,500,50,2022-01-08,2024-11-08,3.5,10000
PO003786,P00172,Plant_B,100,50,2022-10-09,2023-12-22,15,10000
PO003787,P00231,,,400,2024-02-21,2024-02-20,3.5,
PO003788,P00079,Plant_A,2000,,2023-05-31,2022-12-17,,10000
PO003789,P00016,Plant_A,500,50,2023-06-17,2024-11-24,0.5,80000
PO003790,P00029,,2000,50,2023-12-17,2023-01-10,1.2,25000
PO003791,P00089,Plant_B,2000,1800,2024-05-26,2024-01-27,1.2,25000
PO003792,P00098,Plant_B,2000,5000,2022-12-02,2022-03-08,,25000
PO003793,P00256,PLANT-A,100,,2023-11-26,2023-03-12,,25000
PO003794,P00117,PLANT-A,,5000,2023-07-20,2023-02-22,1.2,80000
PO003795,P00123,Plant_B,2000,400,2024-06-22,2022-05-01,0.5,
PO003796,P00128,PLANT-A,100,400,2022-12-27,2023-02-01,15,80000
PO003797,P00071,PLANT-A,500,1800,2024-05-27,2022-02-19,0.5,10000
PO003798,P00049,Plant_B,2000,50,2023-01-01,2022-04-04,15,-5000
PO003799,P00288,Plant_A,2000,5000,2024-10-25,2024-06-01,,80000
PO003800,P00077,Plant_B,500,5000,2022-10-22,2023-10-05,1.2,
PO003801,P00109,,500,400,2024-10-22,2023-02-02,3.5,-5000
PO003802,P00028,Plant_A,100,5000,2024-06-20,2023-03-11,15,-5000
PO003803,P00006,Plant_A,,1800,2023-12-27,2024-01-14,15,10000
PO003804,P00296,Plant_B,500,5000,2024-05-01,2022-02-07,0.5,10000
PO003805,P00079,Plant_A,100,,2024-07-07,2023-04-03,,
PO003806,P00166,Plant_B,500,5000,2022-06-18,2023-10-27,3.5,10000
PO003807,P00266,,,50,2024-07-28,2022-09-27,3.5,-5000
PO003808,P00137,Plant_B,500,50,2023-08-15,2022-01-05,15,
PO003809,P00221,Plant_B,,,2022-05-13,2024-11-20,,-5000
PO003810,P00260,PLANT-A,,400,2024-08-03,2024-12-14,15,
PO003811,P00181,PLANT-A,100,,2023-07-11,2025-01-14,3.5,25000
PO003812,P00091,,100,1800,2023-12-04,2024-08-22,,10000
PO003813,P00237,Plant_B,,50,2022-12-18,2023-01-24,0.5,25000
PO003814,P00063,Plant_A,2000,,2024-03-04,2023-11-03,,10000
PO003815,P00152,,100,50,2023-08-30,2022-06-15,0.5,
PO003816,P00005,Plant_A,2000,400,2022-06-20,2023-03-12,,80000
PO003817,P00011,,,5000,2024-07-30,2023-03-22,3.5,10000
PO003818,P00128,,500,50,2022-05-11,2024-07-13,15,-5000
PO003819,P00275,,100,1800,2023-12-30,2023-12-30,,25000
PO003820,P00107,,500,5000,2022-03-19,2023-07-18,3.5,-5000
PO003821,P00259,Plant_B,100,400,2022-06-24,2023-10-15,,-5000
PO003822,P00183,Plant_B,500,50,2023-01-30,2024-02-29,,
PO003823,P00216,PLANT-A,500,,2023-08-11,2022-06-05,,25000
PO003824,P00127,Plant_B,500,400,2022-06-12,2024-09-04,3.5,10000
PO003825,P00246,,,5000,2024-04-01,2024-03-17,0.5,10000
PO003826,P00169,Plant_A,2000,5000,2023-02-19,2022-09-03,1.2,25000
PO003827,P00072,PLANT-A,500,1800,2022-01-02,2023-05-09,3.5,80000
PO003828,P00084,Plant_B,500,1800,2023-05-20,2024-02-11,3.5,-5000
PO003829,P00159,,,400,2022-06-20,2023-03-01,1.2,80000
PO003830,P00298,Plant_A,2000,,2022-02-11,2022-02-09,15,-5000
PO003831,P00163,PLANT-A,,50,2022-02-08,2022-06-29,1.2,10000
PO003832,P00188,Plant_B,100,50,2022-08-20,2025-01-04,0.5,80000
PO003833,P00196,Plant_A,100,50,2022-07-11,2024-05-04,,-5000
PO003834,P00062,PLANT-A,100,400,2022-05-28,2024-01-23,15,25000
PO003835,P00215,PLANT-A,,1800,2024-11-18,2023-09-24,,10000
PO003836,P00181,Plant_A,,,2024-02-17,2022-03-31,3.5,10000
PO003837,P00224,PLANT-A,500,400,2024-07-05,2023-09-06,15,80000
PO003838,P00290,Plant_B,2000,400,2023-05-25,2023-07-21,0.5,10000
PO003839,P00107,,,400,2022-02-21,2023-01-04,1.2,25000
PO003840,P00153,Plant_B,100,5000,2023-06-19,2023-03-12,3.5,80000
PO003841,P00026,Plant_A,500,5000,2024-01-30,2024-12-05,,-5000
PO003842,P00253,Plant_A,2000,,2022-04-21,2022-06-14,15,10000
PO003843,P00097,PLANT-A,500,,2022-08-17,2022-07-07,1.2,80000
PO003844,P00114,Plant_A,500,1800,2024-12-17,2022-12-02,15,-5000
PO003845,P00279,PLANT-A,2000,5000,2023-10-20,2024-06-14,0.5,
PO003846,P00295,Plant_B,2000,5000,2024-06-18,2022-02-16,,25000
PO003847,P00140,,100,50,2024-01-08,2022-02-09,0.5,10000
PO003848,P00197,PLANT-A,2000,400,2022-03-09,2023-08-08,3.5,10000
PO003849,P00012,Plant_B,500,50,2022-10-26,2023-05-02,,10000
PO003850,P00221,Plant_A,,5000,2024-04-14,2022-09-13,,
PO003851,P00254,Plant_B,,1800,2022-11-11,2022-02-10,0.5,80000
PO003852,P00152,Plant_B,2000,400,2024-08-24,2024-10-01,0.5,-5000
PO003853,P00190,,2000,,2022-06-19,2023-06-13,1.2,25000
PO003854,P00135,Plant_B,,400,2024-02-24,2024-11-09,1.2,25000
PO003855,P00123,Plant_B,100,1800,2024-03-05,2023-04-05,1.2,10000
PO003856,P00215,Plant_A,500,50,2022-03-29,2022-06-21,0.5,80000
PO003857,P00106,PLANT-A,100,,2023-07-20,2023-01-14,,80000
PO003858,P00230,Plant_A,500,50,2022-05-24,2023-11-26,,
PO003859,P00252,Plant_A,,,2024-12-19,2024-09-07,,25000
PO003860,P00218,Plant_A,500,1800,2024-05-02,2025-01-26,0.5,10000
PO003861,P00267,Plant_B,100,,2024-04-04,2022-10-10,1.2,25000
PO003862,P00252,Plant_B,100,50,2022-10-19,2024-05-04,1.2,25000
PO003863,P00085,Plant_B,2000,5000,2024-08-09,2024-02-02,15,80000
PO003864,P00190,Plant_A,500,5000,2022-06-26,2023-04-11,15,25000
PO003865,P00054,,2000,1800,2022-08-24,2022-05-05,3.5,-5000
PO003866,P00151,Plant_A,500,50,2023-02-22,2024-07-28,3.5,-5000
PO003867,P00240,PLANT-A,2000,1800,2022-11-14,2022-07-13,15,25000
PO003868,P00173,Plant_B,500,,2022-10-03,2024-05-29,,80000
PO003869,P00047,Plant_B,500,50,2022-03-13,2022-08-29,15,10000
PO003870,P00141,,500,1800,2023-10-28,2023-02-01,,10000
PO003871,P00112,PLANT-A,2000,,2022-11-03,2024-09-13,15,-5000
PO003872,P00170,PLANT-A,500,5000,2022-04-20,2024-06-05,15,80000
PO003873,P00105,Plant_B,100,,2024-10-28,2022-10-19,0.5,10000
PO003874,P00042,Plant_B,100,1800,2023-02-14,2023-08-28,1.2,80000
PO003875,P00015,Plant_B,,400,2024-03-05,2024-03-28,3.5,10000
PO003876,P00140,,500,,2024-08-22,2022-01-13,,80000
PO003877,P00050,Plant_B,2000,50,2023-10-27,2024-12-06,3.5,80000
PO003878,P00099,,,5000,2023-07-11,2022-12-19,0.5,80000
PO003879,P00273,Plant_A,,5000,2024-11-13,2023-07-03,0.5,
PO003880,P00134,,2000,,2024-09-08,2023-02-25,3.5,80000
PO003881,P00137,PLANT-A,2000,5000,2023-03-02,2023-08-03,,
PO003882,P00080,Plant_A,2000,1800,2024-06-02,2022-06-14,1.2,10000
PO003883,P00138,Plant_B,500,50,2023-01-24,2024-08-06,,10000
PO003884,P00030,Plant_A,500,1800,2022-12-09,2023-07-17,,
PO003885,P00228,Plant_A,100,5000,2024-02-11,2023-04-19,0.5,
PO003886,P00290,Plant_A,2000,50,2024-01-18,2024-08-23,1.2,25000
PO003887,P00029,Plant_B,500,1800,2022-07-19,2022-06-23,,80000
PO003888,P00193,PLANT-A,100,,2023-04-28,2022-06-25,0.5,25000
PO003889,P00141,PLANT-A,500,,2022-10-31,2025-01-23,3.5,-5000
PO003890,P00049,,,1800,2023-08-28,2024-01-07,1.2,25000
PO003891,P00277,PLANT-A,2000,5000,2022-03-10,2024-04-03,0.5,25000
PO003892,P00110,,100,,2024-04-05,2022-01-14,3.5,-5000
PO003893,P00090,Plant_A,100,,2024-11-21,2024-05-05,3.5,10000
PO003894,P00187,PLANT-A,2000,400,2023-01-19,2022-07-16,1.2,10000
PO003895,P00040,Plant_B,500,1800,2024-04-09,2022-11-27,3.5,80000
PO003896,P00027,Plant_A,2000,400,2022-11-27,2025-01-07,15,80000
PO003897,P00037,,,50,2022-11-09,2023-10-04,,80000
PO003898,P00285,,2000,1800,2023-05-15,2023-11-09,3.5,-5000
PO003899,P00099,Plant_A,100,50,2022-01-19,2022-07-02,,80000
PO003900,P00156,Plant_B,,400,2022-06-09,2023-10-19,,10000
PO003901,P00025,Plant_A,2000,,2022-06-20,2023-01-10,15,
PO003902,P00180,Plant_B,,1800,2024-11-01,2022-03-23,0.5,-5000
PO003903,P00035,PLANT-A,,5000,2022-11-01,2025-01-30,15,80000
PO003904,P00068,Plant_A,,50,2023-08-15,2023-01-18,1.2,10000
PO003905,P00036,,100,400,2024-05-02,2024-12-09,3.5,-5000
PO003906,P00225,Plant_B,,400,2023-06-01,2022-02-12,,80000
PO003907,P00163,PLANT-A,100,5000,2024-11-07,2022-03-31,,10000
PO003908,P00126,PLANT-A,2000,5000,2024-03-17,2023-05-06,15,-5000
PO003909,P00037,Plant_A,,400,2022-08-07,2023-07-19,3.5,
PO003910,P00231,Plant_A,,,2023-12-18,2023-12-19,,
PO003911,P00204,PLANT-A,,50,2023-01-05,2023-08-28,0.5,-5000
PO003912,P00234,,500,400,2022-08-06,2024-10-23,,25000
PO003913,P00021,PLANT-A,500,1800,2024-06-21,2023-09-11,3.5,25000
PO003914,P00071,Plant_B,2000,50,2022-07-01,2024-04-15,15,10000
PO003915,P00061,Plant_A,100,5000,2022-02-21,2024-09-14,15,10000
PO003916,P00029,Plant_A,500,50,2024-01-19,2023-06-23,0.5,80000
PO003917,P00137,Plant_B,100,,2023-12-16,2024-11-17,,
PO003918,P00264,PLANT-A,2000,50,2023-10-30,2024-11-29,,80000
PO003919,P00071,Plant_A,2000,400,2022-02-24,2023-04-02,,
PO003920,P00277,PLANT-A,100,,2022-10-03,2022-09-14,3.5,80000
PO003921,P00081,Plant_B,2000,,2023-09-19,2022-07-01,0.5,25000
PO003922,P00072,Plant_A,2000,,2023-05-10,2023-10-14,1.2,25000
PO003923,P00072,PLANT-A,2000,50,2024-10-27,2024-03-09,,25000
PO003924,P00113,Plant_B,500,400,2024-11-03,2024-04-27,3.5,-5000
PO003925,P00151,,2000,400,2022-11-15,2024-12-23,,
PO003926,P00055,Plant_A,500,400,2023-12-14,2022-07-28,0.5,
PO003927,P00244,,100,1800,2022-04-15,2024-06-29,1.2,25000
PO003928,P00223,Plant_A,,400,2024-09-15,2024-12-03,,25000
PO003929,P00130,Plant_A,500,400,2024-08-19,2022-01-05,1.2,25000
PO003930,P00098,PLANT-A,,,2022-06-13,2023-12-09,,80000
PO003931,P00159,PLANT-A,100,400,2022-09-04,2022-06-12,15,-5000
PO003932,P00158,,100,,2022-01-06,2023-12-30,,-5000
PO003933,P00204,Plant_B,2000,5000,2024-06-20,2023-08-09,15,80000
PO003934,P00154,Plant_B,,50,2023-08-13,2022-01-08,,-5000
PO003935,P00242,Plant_B,2000,50,2022-04-19,2022-12-26,1.2,
PO003936,P00262,PLANT-A,100,400,2023-08-29,2022-04-17,1.2,10000
PO003937,P00235,PLANT-A,100,400,2024-05-16,2024-06-01,15,80000
PO003938,P00187,Plant_A,100,400,2024-09-17,2024-05-03,1.2,
PO003939,P00154,,2000,1800,2024-12-27,2024-12-01,1.2,
PO003940,P00139,PLANT-A,100,,2024-10-12,2022-07-19,1.2,
PO003941,P00062,PLANT-A,2000,5000,2024-12-27,2022-05-28,3.5,80000
PO003942,P00196,,,,2024-10-25,2024-07-13,,25000
PO003943,P00058,,,50,2024-03-14,2022-11-25,1.2,80000
PO003944,P00021,Plant_B,,400,2022-02-17,2023-08-11,1.2,
PO003945,P00261,,500,,2022-06-07,2024-04-27,,10000
PO003946,P00249,Plant_A,2000,,2022-01-15,2023-08-03,15,80000
PO003947,P00282,,100,50,2024-12-16,2022-02-22,1.2,80000
PO003948,P00050,Plant_A,2000,5000,2022-02-15,2023-12-02,3.5,-5000
PO003949,P00041,,500,,2023-04-12,2024-08-24,3.5,-5000
PO003950,P00089,Plant_A,,5000,2023-11-17,2022-01-14,,25000
PO003951,P00008,Plant_B,,400,2023-03-23,2023-10-31,1.2,-5000
PO003952,P00050,PLANT-A,500,,2024-08-08,2024-10-27,3.5,-5000
PO003953,P00046,Plant_A,,5000,2024-07-05,2022-12-15,3.5,80000
PO003954,P00233,Plant_A,100,50,2024-05-17,2023-06-20,1.2,10000
PO003955,P00148,,100,1800,2024-07-27,2025-01-11,3.5,-5000
PO003956,P00300,Plant_A,100,5000,2024-03-16,2023-05-01,15,
PO003957,P00145,PLANT-A,100,5000,2022-12-07,2023-06-14,3.5,80000
PO003958,P00278,,,400,2022-05-14,2024-08-26,15,80000
PO003959,P00270,PLANT-A,100,,2024-12-20,2022-04-30,,
PO003960,P00126,Plant_B,2000,50,2023-03-17,2023-08-13,0.5,
PO003961,P00103,Plant_A,500,,2023-01-07,2022-07-08,,80000
PO003962,P00165,Plant_B,500,,2024-07-24,2022-09-03,0.5,25000
PO003963,P00097,Plant_A,500,1800,2024-11-14,2024-08-11,1.2,80000
PO003964,P00201,Plant_A,2000,,2022-03-28,2024-05-21,0.5,-5000
PO003965,P00082,Plant_A,,400,2024-04-18,2024-02-05,3.5,25000
PO003966,P00003,Plant_A,100,,2022-03-14,2022-12-15,,80000
PO003967,P00135,,500,400,2023-05-07,2023-03-18,3.5,-5000
PO003968,P00235,Plant_A,500,50,2022-07-11,2023-06-24,0.5,
PO003969,P00121,,2000,50,2023-09-19,2023-04-29,1.2,-5000
PO003970,P00206,,,400,2023-09-09,2023-12-18,15,80000
PO003971,P00106,,2000,,2022-04-06,2023-12-16,1.2,80000
PO003972,P00199,Plant_A,100,50,2022-01-05,2024-03-05,15,
PO003973,P00085,,500,,2023-10-24,2022-08-02,3.5,25000
PO003974,P00244,,2000,,2023-12-14,2023-11-12,3.5,-5000
PO003975,P00058,PLANT-A,100,,2024-11-29,2022-02-27,1.2,25000
PO003976,P00205,PLANT-A,,5000,2024-09-28,2022-04-03,,-5000
PO003977,P00047,PLANT-A,100,,2023-03-06,2022-01-21,0.5,
PO003978,P00244,PLANT-A,100,400,2024-09-04,2023-12-14,0.5,
PO003979,P00150,PLANT-A,,50,2023-03-29,2023-12-24,15,
PO003980,P00093,Plant_A,100,400,2022-05-20,2023-11-16,,25000
PO003981,P00035,Plant_A,,,2024-10-24,2023-07-14,0.5,10000
PO003982,P00287,Plant_B,100,400,2024-05-30,2024-08-26,3.5,
PO003983,P00033,PLANT-A,,400,2023-05-07,2023-08-18,0.5,10000
PO003984,P00277,PLANT-A,100,50,2023-07-19,2024-06-06,1.2,25000
PO003985,P00068,Plant_B,500,400,2023-12-30,2024-11-01,15,
PO003986,P00114,PLANT-A,500,1800,2023-10-28,2022-01-19,0.5,10000
PO003987,P00102,Plant_B,,1800,2024-07-31,2022-06-12,15,25000
PO003988,P00025,Plant_B,100,,2023-11-02,2022-01-30,1.2,-5000
PO003989,P00013,Plant_A,2000,1800,2023-12-31,2023-01-27,3.5,-5000
PO003990,P00132,Plant_A,100,400,2024-07-25,2023-03-21,15,80000
PO003991,P00276,,100,50,2024-03-04,2022-10-22,,
PO003992,P00058,,500,1800,2024-04-12,2023-02-21,1.2,25000
PO003993,P00163,Plant_A,500,1800,2024-04-11,2024-12-16,15,
PO003994,P00236,Plant_B,2000,,2022-09-07,2025-01-03,15,25000
PO003995,P00125,Plant_A,,,2022-04-07,2023-06-12,,-5000
PO003996,P00189,PLANT-A,500,400,2023-04-08,2023-07-15,0.5,80000
PO003997,P00207,Plant_A,2000,,2023-07-20,2022-08-18,15,-5000
PO003998,P00020,,100,5000,2023-10-28,2022-01-07,,80000
PO003999,P00091,Plant_B,100,1800,2023-05-25,2024-01-16,15,80000
PO004000,P00266,,,400,2024-01-18,2024-04-04,15,
PO004001,P00114,Plant_B,500,1800,2024-01-16,2024-08-13,15,80000
PO004002,P00037,,2000,,2023-02-12,2024-10-30,0.5,10000
PO004003,P00168,,500,5000,2022-03-15,2023-03-21,0.5,80000
PO004004,P00277,,100,1800,2024-11-12,2023-11-01,3.5,10000
PO004005,P00160,Plant_B,100,,2022-12-31,2023-03-10,0.5,-5000
PO004006,P00136,Plant_A,100,400,2022-01-15,2024-05-09,0.5,-5000
PO004007,P00233,Plant_A,500,,2024-04-03,2023-11-24,0.5,80000
PO004008,P00141,Plant_A,,400,2024-08-12,2024-02-25,1.2,10000
PO004009,P00289,Plant_B,100,50,2023-09-18,2023-10-19,,
PO004010,P00028,Plant_A,,400,2023-04-01,2024-05-28,3.5,-5000
PO004011,P00107,,2000,400,2024-06-08,2022-07-11,1.2,-5000
PO004012,P00014,,100,1800,2024-12-03,2024-07-30,3.5,
PO004013,P00122,Plant_B,,,2023-02-03,2022-10-17,0.5,10000
PO004014,P00044,PLANT-A,2000,1800,2023-11-19,2022-04-30,1.2,80000
PO004015,P00135,,,400,2024-03-07,2022-04-18,0.5,
PO004016,P00156,PLANT-A,2000,5000,2022-05-01,2025-01-23,3.5,25000
PO004017,P00285,PLANT-A,500,1800,2023-01-16,2022-07-17,0.5,25000
PO004018,P00122,,100,50,2022-06-07,2024-02-17,1.2,10000
PO004019,P00270,,2000,5000,2023-08-20,2024-03-13,1.2,-5000
PO004020,P00216,PLANT-A,100,,2022-11-19,2024-05-08,15,
PO004021,P00073,PLANT-A,,5000,2022-06-20,2023-09-04,0.5,-5000
PO004022,P00275,Plant_A,100,1800,2024-09-28,2023-07-06,15,
PO004023,P00263,Plant_A,100,,2024-05-19,2024-11-22,1.2,
PO004024,P00041,PLANT-A,,50,2024-02-21,2023-03-19,1.2,25000
PO004025,P00228,PLANT-A,500,,2024-01-02,2023-01-23,15,
PO004026,P00031,Plant_B,500,400,2023-01-03,2024-03-05,1.2,25000
PO004027,P00077,Plant_A,500,5000,2023-02-22,2023-07-15,1.2,25000
PO004028,P00200,PLANT-A,,5000,2023-04-01,2024-07-17,3.5,-5000
PO004029,P00037,PLANT-A,,400,2024-08-22,2023-09-01,1.2,-5000
PO004030,P00251,Plant_A,2000,50,2024-08-22,2022-06-28,,25000
PO004031,P00292,,,5000,2024-07-08,2023-01-05,1.2,-5000
PO004032,P00197,Plant_A,100,1800,2022-03-18,2023-01-06,0.5,-5000
PO004033,P00153,,,1800,2022-11-15,2024-07-24,3.5,25000
PO004034,P00263,,2000,5000,2023-12-17,2024-12-31,0.5,80000
PO004035,P00105,,2000,5000,2022-01-13,2023-11-03,0.5,80000
PO004036,P00053,,,400,2023-09-18,2022-11-10,15,-5000
PO004037,P00003,Plant_B,500,50,2023-01-28,2023-06-14,0.5,-5000
PO004038,P00090,PLANT-A,100,,2022-06-27,2024-10-08,,10000
PO004039,P00124,Plant_A,500,5000,2022-11-12,2022-12-13,3.5,
PO004040,P00138,Plant_B,,5000,2023-09-13,2022-05-24,0.5,10000
PO004041,P00188,PLANT-A,100,50,2024-09-26,2023-04-04,0.5,10000
PO004042,P00046,Plant_A,100,1800,2024-10-12,2022-03-11,1.2,
PO004043,P00091,Plant_A,,1800,2023-06-30,2023-03-16,15,-5000
PO004044,P00093,PLANT-A,,1800,2024-07-10,2022-09-23,3.5,
PO004045,P00041,Plant_B,100,400,2022-04-13,2023-01-03,15,
PO004046,P00149,Plant_A,500,,2023-09-10,2022-12-22,,25000
PO004047,P00288,,2000,400,2023-12-22,2022-02-28,0.5,-5000
PO004048,P00137,Plant_A,500,,2024-09-28,2023-10-10,1.2,80000
PO004049,P00004,Plant_A,2000,5000,2022-10-19,2023-01-28,1.2,
PO004050,P00054,PLANT-A,500,50,2022-09-15,2023-08-28,3.5,
PO004051,P00231,PLANT-A,,50,2023-12-06,2024-01-06,1.2,
PO004052,P00285,Plant_B,,1800,2024-06-02,2022-03-07,15,25000
PO004053,P00023,Plant_A,100,400,2024-07-09,2023-10-01,0.5,80000
PO004054,P00028,PLANT-A,,,2024-09-25,2023-09-18,1.2,80000
PO004055,P00083,PLANT-A,500,1800,2023-04-04,2023-12-09,,
PO004056,P00024,Plant_B,2000,,2024-01-10,2022-11-25,15,-5000
PO004057,P00172,PLANT-A,,1800,2023-01-20,2022-12-03,15,80000
PO004058,P00118,Plant_A,100,1800,2022-08-10,2024-08-26,3.5,10000
PO004059,P00044,,,1800,2024-09-10,2022-09-03,15,80000
PO004060,P00175,Plant_B,500,1800,2023-05-09,2023-03-31,3.5,
PO004061,P00137,Plant_A,,1800,2023-01-01,2023-12-02,3.5,
PO004062,P00008,PLANT-A,,,2024-03-27,2023-11-09,0.5,
PO004063,P00251,Plant_B,100,,2023-08-31,2022-09-17,3.5,-5000
PO004064,P00056,PLANT-A,100,400,2022-06-15,2022-08-06,0.5,80000
PO004065,P00285,Plant_A,500,5000,2022-01-29,2023-06-17,3.5,80000
PO004066,P00243,PLANT-A,,5000,2022-11-07,2022-02-11,3.5,25000
PO004067,P00151,,,50,2023-08-14,2023-01-27,,
PO004068,P00285,,,5000,2024-02-24,2025-01-25,3.5,-5000
PO004069,P00002,,2000,,2022-09-05,2024-05-22,1.2,10000
PO004070,P00251,Plant_B,500,1800,2022-08-17,2024-07-15,15,80000
PO004071,P00252,Plant_A,2000,5000,2023-09-11,2024-12-11,1.2,10000
PO004072,P00016,Plant_A,,50,2022-07-25,2022-07-31,1.2,-5000
PO004073,P00067,Plant_B,,,2023-06-11,2022-04-04,1.2,80000
PO004074,P00296,Plant_A,500,50,2023-06-06,2023-10-24,3.5,25000
PO004075,P00046,,100,50,2022-04-01,2022-04-08,3.5,
PO004076,P00215,,2000,,2024-07-10,2023-01-19,15,80000
PO004077,P00247,Plant_B,,400,2024-06-19,2022-10-23,3.5,-5000
PO004078,P00157,PLANT-A,100,5000,2024-06-02,2024-09-18,3.5,25000
PO004079,P00012,Plant_A,,1800,2023-09-05,2022-12-24,,
PO004080,P00230,Plant_A,500,1800,2022-08-25,2022-02-11,15,10000
PO004081,P00235,Plant_B,,5000,2022-08-11,2024-09-15,15,-5000
PO004082,P00292,Plant_B,,5000,2024-11-12,2023-12-08,0.5,-5000
PO004083,P00168,PLANT-A,2000,5000,2023-03-19,2024-09-27,1.2,-5000
PO004084,P00224,PLANT-A,100,1800,2023-01-31,2023-02-03,,10000
PO004085,P00011,Plant_B,,5000,2024-05-16,2023-08-19,15,
PO004086,P00012,PLANT-A,,400,2024-01-21,2024-02-10,,25000
PO004087,P00121,Plant_B,500,,2022-04-27,2022-11-22,1.2,-5000
PO004088,P00223,PLANT-A,,,2024-11-17,2023-03-13,0.5,
PO004089,P00241,Plant_A,2000,5000,2024-06-15,2023-11-16,,
PO004090,P00115,,2000,400,2023-06-20,2023-04-25,1.2,25000
PO004091,P00024,Plant_B,500,400,2023-09-10,2025-01-28,,10000
PO004092,P00007,Plant_B,2000,50,2022-12-25,2022-01-27,3.5,25000
PO004093,P00119,Plant_B,100,,2022-07-13,2022-11-24,15,25000
PO004094,P00190,Plant_A,100,5000,2023-01-05,2022-02-04,1.2,80000
