sales_id,date,product_id,region,channel,units_sold,selling_price,promotion_flag,discount_pct,holiday_flag
S0014001,2024-11-18,P00123,North,,100,121.11,0,80,
S0014002,2023-01-25,P00189,,Wholesale,0,121.11,,0,
S0014003,2022-08-12,P00256,North,Retail,,121.11,,80,1
S0014004,2022-11-24,P00108,,,1,121.11,0,10,
S0014005,2023-06-24,P00111,,,5,121.11,,5,
S0014006,2024-01-07,P00038,,Retail,,121.11,,0,
S0014007,2023-04-27,P00049,North,,0,121.11,,5,1
S0014008,2022-10-29,P00115,,Online,0,121.11,,30,1
S0014009,2024-06-22,P00031,North,,500,121.11,,10,1
S0014010,2024-08-17,P00194,NORTH ,Online,500,121.11,0,0,0
S0014011,2022-05-23,P00137,north,,100,121.11,,0,0
S0014012,2024-02-08,P00218,South,,100,121.11,,,0
S0014013,2022-08-15,P00189,East,online ,100,121.11,0,80,
S0014014,2023-07-13,P00116,East,Wholesale,100,121.11,,0,
S0014015,2024-06-10,P00099,North,online ,100,121.11,,0,1
S0014016,2022-09-16,P00051,NORTH ,Retail,0,121.11,1,10,1
S0014017,2023-03-18,P00165,East,Retail,0,121.11,,30,1
S0014018,2022-01-03,P00099,North,Retail,-10,121.11,1,30,
S0014019,2024-12-26,P00159,,Wholesale,1,121.11,,30,0
S0014020,2024-05-12,P00020,NORTH ,Wholesale,0,121.11,,80,1
S0014021,2022-12-26,P00245,North,,20,121.11,,,
S0014022,2024-04-25,P00069,,online ,,121.11,0,,1
S0014023,2023-03-06,P00144,East,online ,500,121.11,0,5,
S0014024,2022-11-07,P00005,,Retail,1,121.11,0,10,0
S0014025,2024-11-14,P00285,South,Wholesale,20,121.11,1,10,
S0014026,2023-04-24,P00019,North,Retail,5,121.11,,30,0
S0014027,2023-01-22,P00004,East,Online,1,121.11,0,10,0
S0014028,2022-07-26,P00155,,Online,,121.11,1,5,0
S0014029,2022-01-14,P00202,,,500,121.11,0,,1
S0014030,2023-12-11,P00217,East,online ,20,121.11,,80,1
S0014031,2023-02-16,P00065,,online ,100,121.11,1,30,0
S0014032,2024-08-18,P00076,NORTH ,,500,121.11,,80,
S0014033,2024-08-24,P00019,North,,5,121.11,0,0,0
S0014034,2022-08-02,P00148,South,Retail,1,121.11,,,1
S0014035,2023-01-09,P00028,North,Wholesale,1,121.11,1,30,1
S0014036,2022-07-06,P00064,South,Online,,121.11,,30,1
S0014037,2023-04-28,P00076,,,20,121.11,0,5,0
S0014038,2023-05-30,P00275,,online ,0,121.11,0,5,1
S0014039,2024-05-02,P00290,North,Retail,1,121.11,0,80,
S0014040,2022-09-07,P00253,South,Retail,100,121.11,1,,1
S0014041,2024-07-26,P00225,NORTH ,,5,121.11,,10,
S0014042,2023-07-27,P00055,north,,5,121.11,0,10,0
S0014043,2023-05-29,P00067,South,online ,1,121.11,,,
S0014044,2022-08-23,P00202,North,Online,100,121.11,1,0,0
S0014045,2022-07-03,P00047,,Online,1,121.11,0,10,
S0014046,2024-01-05,P00065,North,Retail,-10,121.11,,,1
S0014047,2024-11-16,P00105,north,Retail,100,121.11,0,30,
S0014048,2023-06-03,P00036,,Retail,100,121.11,1,30,0
S0014049,2023-04-04,P00265,North,online ,500,121.11,1,5,1
S0014050,2024-03-09,P00021,South,Wholesale,0,121.11,1,10,1
S0014051,2023-02-14,P00265,NORTH ,online ,0,121.11,,5,
S0014052,2022-12-27,P00299,North,online ,20,121.11,0,80,0
S0014053,2024-05-29,P00058,South,online ,1,121.11,1,30,
S0014054,2022-01-25,P00154,South,Wholesale,20,121.11,,0,0
S0014055,2023-02-12,P00150,north,Wholesale,500,121.11,0,80,1
S0014056,2023-04-22,P00215,East,online ,,121.11,1,5,
S0014057,2022-10-13,P00038,,Online,500,121.11,0,0,
S0014058,2022-08-03,P00161,South,online ,1,121.11,1,0,
S0014059,2023-09-02,P00045,South,Retail,500,121.11,1,0,1
S0014060,2024-05-02,P00096,north,Wholesale,100,121.11,1,5,
S0014061,2024-06-29,P00031,,Retail,1,121.11,1,30,1
S0014062,2022-03-29,P00132,South,online ,-10,121.11,0,,
S0014063,2022-10-09,P00014,North,Wholesale,,121.11,,80,1
S0014064,2023-02-17,P00210,South,,20,121.11,1,80,
S0014065,2024-09-26,P00137,East,,,121.11,1,0,1
S0014066,2024-07-13,P00247,,Wholesale,1,121.11,1,,1
S0014067,2022-04-28,P00280,NORTH ,Online,5,121.11,1,30,
S0014068,2024-12-22,P00188,NORTH ,Retail,,121.11,0,0,1
S0014069,2024-11-16,P00052,,Wholesale,1,121.11,1,10,
S0014070,2023-04-28,P00119,,online ,,121.11,,5,1
S0014071,2024-02-02,P00146,South,Wholesale,5,121.11,0,30,1
S0014072,2023-06-22,P00229,East,,-10,121.11,0,10,1
S0014073,2024-10-15,P00041,South,Retail,0,121.11,0,5,
S0014074,2023-06-09,P00010,NORTH ,Retail,100,121.11,,10,1
S0014075,2022-06-27,P00145,North,online ,500,121.11,1,10,1
S0014076,2022-10-21,P00100,North,Wholesale,20,121.11,,5,0
S0014077,2023-08-10,P00078,NORTH ,online ,,121.11,,30,
S0014078,2022-03-18,P00163,South,Online,500,121.11,0,5,0
S0014079,2023-12-30,P00112,North,Wholesale,5,121.11,,10,1
S0014080,2024-09-01,P00287,,,100,121.11,0,80,
S0014081,2024-09-17,P00257,North,Retail,,121.11,1,5,
S0014082,2024-05-22,P00156,South,Wholesale,20,121.11,0,,0
S0014083,2022-01-11,P00247,north,Online,1,121.11,1,80,1
S0014084,2024-12-20,P00258,South,,20,121.11,,80,0
S0014085,2023-05-31,P00219,North,online ,5,121.11,1,10,1
S0014086,2022-04-24,P00028,north,Online,500,121.11,1,30,
S0014087,2024-06-07,P00065,South,Online,500,121.11,,10,1
S0014088,2023-06-14,P00180,South,Online,100,121.11,,80,1
S0014089,2024-10-27,P00011,NORTH ,online ,-10,121.11,,0,
S0014090,2023-03-30,P00299,,Online,5,121.11,0,30,
S0014091,2022-10-23,P00043,,,0,121.11,,5,
S0014092,2022-04-10,P00179,East,Retail,-10,121.11,,30,0
S0014093,2023-07-05,P00017,,,5,121.11,1,80,0
S0014094,2024-09-22,P00086,South,Online,-10,121.11,1,10,1
S0014095,2022-06-28,P00163,South,Retail,100,121.11,,30,
S0014096,2022-08-30,P00263,,Retail,,121.11,1,80,1
S0014097,2023-07-22,P00007,,Retail,0,121.11,1,0,1
S0014098,2023-06-17,P00280,East,online ,500,121.11,0,10,0
S0014099,2024-05-12,P00042,NORTH ,online ,20,121.11,,30,0
S0014100,2023-10-13,P00010,South,,0,121.11,0,80,
S0014101,2023-05-20,P00066,,online ,0,121.11,0,5,0
S0014102,2024-12-28,P00078,South,,0,121.11,0,5,1
S0014103,2022-02-27,P00188,NORTH ,,20,121.11,,30,1
S0014104,2023-05-03,P00152,North,online ,1,121.11,0,0,
S0014105,2024-06-20,P00274,NORTH ,,,121.11,1,80,
S0014106,2024-09-09,P00056,North,Wholesale,100,121.11,0,5,1
S0014107,2023-06-30,P00090,NORTH ,,5,121.11,1,80,1
S0014108,2023-02-01,P00154,South,Online,0,121.11,0,30,0
S0014109,2024-11-25,P00137,north,online ,1,121.11,0,10,0
S0014110,2024-07-28,P00220,North,Retail,100,121.11,,80,1
S0014111,2024-12-30,P00240,NORTH ,Online,20,121.11,1,30,1
S0014112,2022-11-14,P00057,north,Wholesale,0,121.11,1,0,
S0014113,2022-02-27,P00082,north,Retail,,121.11,1,5,1
S0014114,2023-03-13,P00145,,online ,1,121.11,1,5,1
S0014115,2022-11-23,P00092,East,online ,0,121.11,1,5,1
S0014116,2023-09-18,P00297,North,,-10,121.11,1,80,1
S0014117,2023-11-24,P00291,north,Wholesale,500,121.11,,10,
S0014118,2024-12-13,P00232,,Wholesale,5,121.11,0,,0
S0014119,2022-04-28,P00159,North,Online,20,121.11,1,30,1
S0014120,2022-05-26,P00096,,,,121.11,0,10,1
S0014121,2023-04-21,P00134,north,online ,20,121.11,1,80,0
S0014122,2023-05-18,P00022,north,Retail,0,121.11,,5,1
S0014123,2023-02-06,P00166,,online ,5,121.11,0,80,1
S0014124,2022-06-26,P00087,north,Online,20,121.11,1,,0
S0014125,2023-04-09,P00172,north,Retail,500,121.11,,10,0
S0014126,2023-02-04,P00125,South,Online,,121.11,0,80,1
S0014127,2024-05-26,P00232,East,Retail,500,121.11,0,5,1
S0014128,2022-12-07,P00100,,Online,20,121.11,,10,1
S0014129,2022-04-26,P00096,East,Online,-10,121.11,0,10,0
S0014130,2023-07-23,P00156,North,Online,-10,121.11,1,10,0
S0014131,2022-08-14,P00131,north,Retail,-10,121.11,,80,0
S0014132,2024-03-31,P00053,,Online,0,121.11,,80,1
S0014133,2024-11-12,P00191,North,Online,500,121.11,,0,
S0014134,2023-02-17,P00045,north,Online,500,121.11,1,10,
S0014135,2023-03-02,P00100,,Online,100,121.11,1,,1
S0014136,2022-12-21,P00125,South,Online,5,121.11,,5,0
S0014137,2023-05-03,P00192,North,online ,20,121.11,1,10,
S0014138,2023-06-19,P00083,,online ,,121.11,0,30,
S0014139,2022-06-15,P00214,East,Online,5,121.11,1,5,0
S0014140,2024-06-25,P00021,South,,5,121.11,1,80,
S0014141,2022-11-24,P00278,North,,100,121.11,,30,0
S0014142,2023-09-14,P00148,East,online ,-10,121.11,0,5,0
S0014143,2024-09-04,P00069,north,Online,-10,121.11,,30,0
S0014144,2023-04-06,P00292,North,Retail,20,121.11,1,10,0
S0014145,2022-11-03,P00263,,Online,5,121.11,,10,
S0014146,2022-02-23,P00055,North,Retail,500,121.11,0,5,0
S0014147,2022-06-01,P00283,NORTH ,online ,,121.11,1,0,1
S0014148,2022-04-21,P00143,South,online ,0,121.11,0,5,
S0014149,2022-12-29,P00081,north,Online,,121.11,,10,
S0014150,2024-03-31,P00163,north,Retail,100,121.11,,0,
S0014151,2023-02-06,P00016,East,Retail,0,121.11,1,30,1
S0014152,2024-01-21,P00002,South,,,121.11,0,0,
S0014153,2023-10-17,P00042,north,Retail,-10,121.11,0,,1
S0014154,2023-01-18,P00207,NORTH ,Wholesale,1,121.11,0,80,0
S0014155,2023-04-21,P00063,East,Retail,100,121.11,1,5,
S0014156,2024-03-10,P00262,East,Online,500,121.11,0,10,
S0014157,2023-07-16,P00146,North,Wholesale,5,121.11,0,30,0
S0014158,2024-08-23,P00186,North,Online,500,121.11,,30,
S0014159,2024-03-08,P00057,South,online ,0,121.11,1,0,1
S0014160,2023-06-22,P00070,North,Online,5,121.11,1,,
S0014161,2023-05-17,P00234,South,Online,5,121.11,1,,
S0014162,2023-01-12,P00100,NORTH ,Retail,-10,121.11,1,30,0
S0014163,2022-08-02,P00176,South,,-10,121.11,1,0,
S0014164,2022-05-11,P00270,East,Online,500,121.11,,0,
S0014165,2023-03-15,P00270,South,online ,100,121.11,,30,0
S0014166,2023-12-18,P00255,North,Wholesale,,121.11,1,0,
S0014167,2023-12-30,P00278,North,Wholesale,0,121.11,1,0,0
S0014168,2024-01-25,P00157,NORTH ,Retail,,121.11,0,80,0
S0014169,2022-10-23,P00253,South,online ,5,121.11,0,80,
S0014170,2022-04-03,P00112,north,Online,1,121.11,1,5,
S0014171,2024-11-16,P00300,South,Retail,-10,121.11,1,10,
S0014172,2022-11-23,P00230,,Online,100,121.11,0,5,1
S0014173,2023-11-17,P00065,NORTH ,Online,1,121.11,0,10,
S0014174,2024-08-05,P00016,north,online ,100,121.11,1,10,
S0014175,2022-07-09,P00132,NORTH ,Wholesale,-10,121.11,,,0
S0014176,2022-04-09,P00148,North,Online,100,121.11,0,80,1
S0014177,2022-01-14,P00097,,Retail,,121.11,0,80,0
S0014178,2024-03-13,P00023,North,,-10,121.11,1,10,1
S0014179,2022-05-22,P00295,NORTH ,Online,-10,121.11,,5,1
S0014180,2022-10-01,P00199,East,Online,,121.11,1,10,
S0014181,2022-08-26,P00211,North,online ,100,121.11,0,,0
S0014182,2024-07-27,P00209,East,online ,100,121.11,0,30,
S0014183,2022-01-21,P00026,NORTH ,Online,,121.11,1,30,1
S0014184,2024-12-17,P00044,South,Retail,0,121.11,,10,
S0014185,2024-08-24,P00174,NORTH ,Retail,100,121.11,,5,0
S0014186,2024-03-22,P00106,East,Online,500,121.11,0,,
S0014187,2023-12-30,P00231,North,Online,500,121.11,1,80,
S0014188,2022-01-11,P00044,North,Retail,5,121.11,,80,1
S0014189,2024-07-04,P00020,north,,500,121.11,1,,0
S0014190,2023-05-16,P00073,,Wholesale,100,121.11,1,,0
S0014191,2023-10-16,P00148,South,Wholesale,1,121.11,0,0,0
S0014192,2024-10-03,P00166,North,Retail,-10,121.11,1,5,0
S0014193,2023-02-23,P00256,,Online,0,121.11,1,10,0
S0014194,2023-12-30,P00175,NORTH ,Wholesale,100,121.11,,,1
S0014195,2023-02-18,P00242,North,,5,121.11,0,,
S0014196,2024-11-14,P00137,East,Online,20,121.11,0,5,0
S0014197,2022-02-27,P00250,,,,121.11,1,10,1
S0014198,2024-12-04,P00191,,,500,121.11,,,
S0014199,2023-03-12,P00225,South,Online,100,121.11,1,0,1
S0014200,2022-12-30,P00166,NORTH ,Retail,1,121.11,,10,1
S0014201,2024-05-20,P00238,South,Wholesale,5,121.11,,,1
S0014202,2023-11-06,P00032,,online ,20,121.11,1,,0
S0014203,2023-04-28,P00067,North,online ,500,121.11,1,80,1
S0014204,2022-08-16,P00052,North,Wholesale,0,121.11,,10,0
S0014205,2024-08-06,P00038,,Online,100,121.11,1,10,
S0014206,2023-08-06,P00055,north,online ,1,121.11,0,,
S0014207,2023-04-29,P00112,North,Online,500,121.11,1,30,0
S0014208,2022-04-11,P00160,North,Online,-10,121.11,,10,1
S0014209,2022-04-08,P00265,South,online ,,121.11,1,5,0
S0014210,2024-11-27,P00047,,Online,0,121.11,,80,1
S0014211,2024-04-17,P00074,East,,500,121.11,0,0,1
S0014212,2022-01-06,P00210,,online ,0,121.11,,30,0
S0014213,2023-11-25,P00187,South,,,121.11,1,80,
S0014214,2024-03-11,P00167,South,Online,5,121.11,,,0
S0014215,2024-03-17,P00132,North,Wholesale,0,121.11,0,30,
S0014216,2022-01-09,P00031,north,Online,1,121.11,0,0,1
S0014217,2024-03-14,P00146,NORTH ,Wholesale,-10,121.11,1,80,0
S0014218,2023-06-24,P00219,north,Wholesale,20,121.11,0,0,
S0014219,2024-07-17,P00017,NORTH ,Online,0,121.11,0,80,0
S0014220,2023-03-06,P00058,north,Retail,20,121.11,,30,0
S0014221,2022-01-25,P00100,North,Online,1,121.11,0,5,0
S0014222,2022-05-04,P00205,NORTH ,Online,-10,121.11,1,0,1
S0014223,2022-01-07,P00107,North,online ,0,121.11,0,0,1
S0014224,2024-03-10,P00074,north,Retail,20,121.11,1,10,0
S0014225,2024-03-03,P00174,South,,5,121.11,1,30,0
S0014226,2023-06-05,P00186,,Retail,-10,121.11,1,0,0
S0014227,2022-10-02,P00045,South,online ,20,121.11,0,10,0
S0014228,2022-01-05,P00086,South,online ,1,121.11,1,,1
S0014229,2024-11-27,P00264,South,Retail,,121.11,1,30,
S0014230,2022-02-24,P00224,East,Retail,500,121.11,1,10,1
S0014231,2022-12-22,P00244,South,Wholesale,0,121.11,0,80,0
S0014232,2023-03-17,P00189,NORTH ,Retail,0,121.11,0,5,1
S0014233,2022-08-12,P00035,North,Online,5,121.11,0,10,1
S0014234,2022-03-30,P00237,north,Online,20,121.11,,5,
S0014235,2022-08-19,P00220,North,Retail,100,121.11,,80,0
S0014236,2024-01-12,P00115,,,0,121.11,1,10,1
S0014237,2023-09-01,P00075,NORTH ,Online,5,121.11,0,30,0
S0014238,2023-10-30,P00115,north,online ,0,121.11,0,0,
S0014239,2023-02-28,P00196,North,Wholesale,100,121.11,0,80,
S0014240,2024-01-20,P00212,South,,20,121.11,0,0,0
S0014241,2022-04-11,P00215,north,Retail,0,121.11,0,80,1
S0014242,2022-06-01,P00029,north,Retail,5,121.11,0,5,1
S0014243,2023-09-12,P00273,East,Retail,5,121.11,1,5,
S0014244,2024-05-24,P00129,East,Wholesale,100,121.11,1,,
S0014245,2023-10-18,P00075,,Online,1,121.11,,0,
S0014246,2022-10-10,P00135,,,100,121.11,1,30,0
S0014247,2022-06-04,P00230,East,Online,5,121.11,,,0
S0014248,2024-04-09,P00272,South,Wholesale,5,121.11,1,30,
S0014249,2024-03-24,P00028,north,Wholesale,,121.11,1,,0
S0014250,2023-09-17,P00189,North,Online,1,121.11,0,80,1
S0014251,2023-01-16,P00174,East,,20,121.11,,30,
S0014252,2024-10-22,P00105,north,Online,100,121.11,,5,
S0014253,2023-07-02,P00101,North,,0,121.11,,10,
S0014254,2023-06-17,P00251,north,,1,121.11,0,5,0
S0014255,2022-05-24,P00211,North,,0,121.11,,30,0
S0014256,2022-12-11,P00192,NORTH ,Retail,100,121.11,0,30,
S0014257,2022-02-19,P00017,South,,500,121.11,1,10,0
S0014258,2022-05-06,P00140,NORTH ,Retail,,121.11,1,10,0
S0014259,2024-12-30,P00121,,Online,1,121.11,1,30,
S0014260,2022-10-06,P00135,South,Wholesale,1,121.11,0,0,
S0014261,2022-09-17,P00105,north,online ,100,121.11,,10,
S0014262,2022-12-08,P00127,East,Online,5,121.11,0,,1
S0014263,2023-03-16,P00071,South,Wholesale,,121.11,0,30,1
S0014264,2024-10-05,P00273,North,Online,0,121.11,1,,1
S0014265,2024-09-30,P00081,East,,5,121.11,1,0,
S0014266,2022-09-22,P00293,South,Wholesale,20,121.11,1,30,
S0014267,2023-04-27,P00270,NORTH ,,,121.11,1,,1
S0014268,2023-05-05,P00122,East,Retail,20,121.11,0,80,1
S0014269,2024-10-20,P00278,,Online,20,121.11,1,0,0
S0014270,2022-04-12,P00264,East,online ,500,121.11,1,80,
S0014271,2022-03-13,P00227,East,online ,20,121.11,1,30,
S0014272,2024-12-02,P00221,North,Retail,1,121.11,1,5,0
S0014273,2022-11-18,P00159,South,Retail,100,121.11,0,,1
S0014274,2024-10-11,P00163,NORTH ,online ,1,121.11,,80,0
S0014275,2022-05-18,P00030,NORTH ,Retail,-10,121.11,,0,0
S0014276,2022-11-03,P00199,South,Wholesale,500,121.11,,80,1
S0014277,2023-12-10,P00259,South,,-10,121.11,1,10,0
S0014278,2022-06-26,P00241,NORTH ,Wholesale,0,121.11,0,0,
S0014279,2024-06-03,P00265,north,Retail,1,121.11,0,0,0
S0014280,2023-12-04,P00280,East,,0,121.11,,,
S0014281,2024-01-02,P00231,north,Wholesale,5,121.11,0,,
S0014282,2024-06-27,P00228,,Wholesale,500,121.11,0,10,
S0014283,2024-10-29,P00290,East,online ,100,121.11,1,5,1
S0014284,2022-11-04,P00049,North,Retail,-10,121.11,0,0,
S0014285,2022-07-24,P00077,north,Retail,1,121.11,,,0
S0014286,2024-03-17,P00101,NORTH ,,,121.11,,,1
S0014287,2022-08-05,P00037,East,online ,1,121.11,0,10,0
S0014288,2023-05-08,P00280,north,,-10,121.11,,5,0
S0014289,2022-10-03,P00038,,Online,,121.11,,30,
S0014290,2024-06-16,P00219,NORTH ,Online,5,121.11,1,80,1
S0014291,2022-04-29,P00024,North,Online,1,121.11,0,,
S0014292,2024-05-08,P00011,North,Online,20,121.11,1,5,0
S0014293,2022-05-07,P00060,East,Online,500,121.11,0,,1
S0014294,2023-11-03,P00188,South,,1,121.11,,0,
S0014295,2023-05-04,P00002,north,,0,121.11,0,,1
S0014296,2022-11-15,P00241,East,Wholesale,5,121.11,1,0,
S0014297,2022-01-08,P00023,NORTH ,,500,121.11,0,5,0
S0014298,2023-07-23,P00068,,Retail,5,121.11,,30,0
S0014299,2022-12-14,P00233,South,Online,0,121.11,1,0,1
S0014300,2024-02-26,P00070,South,Online,1,121.11,,5,1
S0014301,2024-09-30,P00026,East,Retail,,121.11,1,0,0
S0014302,2024-12-01,P00200,north,,,121.11,0,10,1
S0014303,2022-03-16,P00169,north,Retail,0,121.11,,0,
S0014304,2023-12-10,P00091,East,online ,20,121.11,0,80,0
S0014305,2023-10-17,P00266,north,Wholesale,20,121.11,1,,
S0014306,2022-03-26,P00164,NORTH ,,20,121.11,,5,1
S0014307,2023-03-28,P00253,North,Online,500,121.11,1,30,
S0014308,2023-11-19,P00130,,,1,121.11,1,,1
S0014309,2023-08-09,P00129,South,Wholesale,20,121.11,,0,
S0014310,2023-03-03,P00144,NORTH ,Wholesale,500,121.11,0,30,
S0014311,2023-02-26,P00083,north,online ,0,121.11,,5,
S0014312,2024-02-02,P00125,NORTH ,online ,0,121.11,1,80,1
S0014313,2022-11-28,P00228,north,Wholesale,-10,121.11,1,,1
S0014314,2024-10-15,P00051,NORTH ,Wholesale,100,121.11,,80,0
S0014315,2024-10-28,P00029,NORTH ,,1,121.11,,,0
S0014316,2022-02-07,P00149,north,online ,-10,121.11,,80,0
S0014317,2024-02-03,P00194,North,Retail,0,121.11,,5,0
S0014318,2024-06-09,P00124,NORTH ,online ,,121.11,1,5,0
S0014319,2023-10-31,P00172,East,Online,500,121.11,,80,1
S0014320,2022-07-16,P00080,East,Online,0,121.11,,,1
S0014321,2022-11-01,P00085,,Wholesale,0,121.11,1,30,0
S0014322,2024-02-22,P00040,north,Wholesale,,121.11,1,80,
S0014323,2024-04-13,P00031,East,,,121.11,1,0,0
S0014324,2023-01-05,P00043,East,Online,500,121.11,0,30,1
S0014325,2024-07-02,P00187,north,Wholesale,500,121.11,1,,1
S0014326,2024-08-31,P00127,South,online ,20,121.11,0,0,0
S0014327,2024-12-11,P00020,North,Wholesale,1,121.11,,,
S0014328,2023-05-26,P00230,East,Retail,500,121.11,0,80,
S0014329,2023-09-14,P00140,East,,0,121.11,0,5,
S0014330,2024-02-28,P00277,,,0,121.11,1,0,0
S0014331,2024-02-20,P00115,north,Online,0,121.11,1,5,0
S0014332,2023-09-01,P00092,East,Online,0,121.11,1,0,
S0014333,2024-06-22,P00126,East,online ,500,121.11,,80,1
S0014334,2023-10-31,P00104,East,Online,500,121.11,,5,0
S0014335,2024-03-05,P00084,north,online ,20,121.11,,30,
S0014336,2022-09-20,P00277,North,,-10,121.11,0,30,
S0014337,2024-10-10,P00015,East,Retail,20,121.11,,,0
S0014338,2023-10-28,P00235,,Retail,-10,121.11,1,5,
S0014339,2022-06-25,P00053,,online ,1,121.11,0,,1
S0014340,2022-11-25,P00232,East,Wholesale,0,121.11,,30,
S0014341,2022-09-04,P00162,north,Retail,5,121.11,0,5,1
S0014342,2024-05-15,P00026,north,Wholesale,100,121.11,0,80,0
S0014343,2023-12-29,P00233,East,Retail,,121.11,0,,1
S0014344,2022-07-08,P00251,NORTH ,Online,0,121.11,0,,1
S0014345,2023-02-10,P00003,NORTH ,,20,121.11,,,
S0014346,2023-05-28,P00069,South,online ,1,121.11,0,5,1
S0014347,2024-10-07,P00008,north,Wholesale,100,121.11,1,,0
S0014348,2024-08-08,P00257,,,1,121.11,,10,0
S0014349,2022-04-04,P00292,North,Retail,1,121.11,0,5,0
S0014350,2023-06-15,P00198,East,Wholesale,0,121.11,,5,
S0014351,2024-11-21,P00250,East,Retail,100,121.11,0,80,0
S0014352,2022-12-07,P00081,East,Wholesale,-10,121.11,0,10,0
S0014353,2024-05-01,P00079,East,Wholesale,100,121.11,1,5,0
S0014354,2023-08-27,P00261,NORTH ,online ,20,121.11,0,80,0
S0014355,2023-03-27,P00080,,online ,500,121.11,0,0,0
S0014356,2024-07-14,P00141,,online ,,121.11,,80,0
S0014357,2022-11-14,P00016,North,Online,20,121.11,0,30,0
S0014358,2024-04-15,P00232,East,Retail,20,121.11,,5,1
S0014359,2023-06-04,P00035,,online ,0,121.11,0,,1
S0014360,2022-07-03,P00234,north,,,121.11,0,0,
S0014361,2022-02-13,P00162,East,Retail,20,121.11,,80,0
S0014362,2024-07-08,P00031,NORTH ,Online,500,121.11,0,10,
S0014363,2023-11-27,P00265,South,Online,500,121.11,,0,1
S0014364,2022-07-25,P00227,East,,20,121.11,1,5,0
S0014365,2023-12-11,P00265,South,online ,-10,121.11,1,80,0
S0014366,2022-10-21,P00165,North,Wholesale,100,121.11,0,0,1
S0014367,2024-07-22,P00122,East,Online,1,121.11,1,0,1
S0014368,2024-12-14,P00041,North,Wholesale,500,121.11,,30,0
S0014369,2023-09-22,P00288,East,Online,5,121.11,,,0
S0014370,2023-06-26,P00077,East,,100,121.11,0,5,
S0014371,2024-12-12,P00171,NORTH ,Retail,100,121.11,1,,
S0014372,2022-10-27,P00065,East,Online,0,121.11,0,0,
S0014373,2024-07-14,P00235,,Wholesale,5,121.11,,0,1
S0014374,2024-09-07,P00051,NORTH ,,100,121.11,1,,0
S0014375,2024-07-20,P00111,South,,500,121.11,,80,
S0014376,2023-06-08,P00171,East,online ,20,121.11,0,30,1
S0014377,2022-07-05,P00260,north,online ,-10,121.11,0,,0
S0014378,2022-07-13,P00203,NORTH ,,500,121.11,,30,0
S0014379,2023-03-13,P00043,NORTH ,Retail,0,121.11,0,80,1
S0014380,2023-09-12,P00089,East,online ,5,121.11,1,30,
S0014381,2024-10-06,P00095,north,,-10,121.11,1,5,0
S0014382,2024-04-07,P00053,,Wholesale,5,121.11,,,1
S0014383,2023-06-11,P00158,NORTH ,online ,500,121.11,0,,0
S0014384,2022-10-18,P00244,north,Online,-10,121.11,1,10,
S0014385,2024-02-13,P00272,NORTH ,online ,-10,121.11,0,10,0
S0014386,2023-04-12,P00130,North,Online,,121.11,0,30,0
S0014387,2023-09-05,P00044,north,Retail,,121.11,,0,0
S0014388,2023-10-07,P00175,East,Online,500,121.11,0,10,1
S0014389,2024-05-24,P00108,,Wholesale,-10,121.11,0,0,0
S0014390,2023-02-08,P00180,East,online ,0,121.11,1,,
S0014391,2024-11-20,P00268,north,online ,0,121.11,1,5,0
S0014392,2023-01-22,P00228,,online ,5,121.11,1,10,1
S0014393,2023-04-01,P00253,NORTH ,Wholesale,-10,121.11,0,,
S0014394,2023-03-11,P00204,North,,0,121.11,,0,0
S0014395,2022-12-08,P00035,,online ,0,121.11,0,80,
S0014396,2022-11-20,P00016,,Retail,100,121.11,1,30,1
S0014397,2022-05-18,P00154,,,500,121.11,0,,1
S0014398,2024-10-07,P00171,NORTH ,Online,20,121.11,,30,1
S0014399,2023-06-03,P00122,,,100,121.11,,30,1
S0014400,2022-04-25,P00106,,Wholesale,100,121.11,0,,1
S0014401,2023-01-27,P00206,North,Online,20,121.11,0,5,1
S0014402,2022-08-05,P00198,,Retail,-10,121.11,0,30,0
S0014403,2024-06-29,P00191,,online ,5,121.11,0,0,
S0014404,2022-04-01,P00197,East,,5,121.11,,30,0
S0014405,2022-04-29,P00182,East,online ,-10,121.11,,30,1
S0014406,2023-12-08,P00019,north,Retail,1,121.11,1,5,
S0014407,2022-09-27,P00118,north,Online,100,121.11,0,,
S0014408,2022-09-05,P00162,,Wholesale,,121.11,0,30,0
S0014409,2024-03-31,P00119,NORTH ,,-10,121.11,,30,1
S0014410,2024-08-27,P00059,South,online ,500,121.11,0,30,
S0014411,2023-12-03,P00024,North,,0,121.11,1,30,0
S0014412,2022-01-05,P00203,South,Retail,100,121.11,,,
S0014413,2023-03-01,P00182,North,Wholesale,0,121.11,1,10,
S0014414,2022-12-12,P00041,East,,100,121.11,,5,1
S0014415,2023-03-21,P00025,north,online ,0,121.11,0,,0
S0014416,2024-09-21,P00200,East,,,121.11,0,80,0
S0014417,2024-11-08,P00213,north,,0,121.11,1,5,
S0014418,2024-07-14,P00297,South,Wholesale,100,121.11,0,5,
S0014419,2023-03-04,P00252,East,Online,100,121.11,1,,
S0014420,2022-12-09,P00105,South,,500,121.11,,30,0
S0014421,2023-06-17,P00216,North,online ,20,121.11,1,,
S0014422,2024-10-18,P00089,,Online,-10,121.11,,0,
S0014423,2023-07-04,P00161,South,,0,121.11,0,,
S0014424,2024-09-30,P00232,North,Retail,5,121.11,0,5,1
