shipment_id,source_warehouse,destination_region,carrier,dispatch_date,expected_delivery_days,actual_delivery_days,delay_flag,logistics_cost
SHIP0006583,WH01,North,,2024-07-09,7,10,1,
SHIP0006584,,north ,,2023-03-14,,,0,500
SHIP0006585,WH02,SOUTH,BlueDart,2023-09-18,5,25,1,
SHIP0006586,WH01,North,FedEx,2024-11-16,2,1,,
SHIP0006587,WH01,SOUTH,Delhivery,2024-01-23,5,,0,-100
SHIP0006588,,North,Delhivery,2023-12-16,2,1,1,500
SHIP0006589,WH02,,,2022-01-29,2,1,0,-100
SHIP0006590,wh-02,,BlueDart,2024-08-26,7,,1,-100
SHIP0006591,wh-02,north ,,2022-05-18,,25,,2000
SHIP0006592,WH02,SOUTH,,2024-05-17,2,1,0,
SHIP0006593,wh-02,North,DHL,2022-07-07,5,3,,
SHIP0006594,WH01,SOUTH,Delhivery,2022-03-01,5,10,0,15000
SHIP0006595,WH02,,BlueDart,2024-08-29,,25,,15000
SHIP0006596,WH02,SOUTH,DHL,2023-02-08,7,10,0,-100
SHIP0006597,WH01,SOUTH,DHL,2024-04-02,2,1,0,2000
SHIP0006598,WH02,North,BlueDart,2023-07-12,5,10,1,-100
SHIP0006599,WH02,,,2022-05-31,2,10,,
SHIP0006600,WH01,,,2024-08-06,7,1,,15000
SHIP0006601,WH01,,BlueDart,2023-01-03,2,1,1,15000
SHIP0006602,wh-02,north ,Delhivery,2023-12-30,2,,0,500
SHIP0006603,WH02,,,2023-12-26,7,1,0,15000
SHIP0006604,WH01,North,BlueDart,2022-12-31,,3,1,
SHIP0006605,WH01,SOUTH,FedEx,2022-01-09,5,1,1,15000
SHIP0006606,WH02,,,2022-10-18,5,10,0,15000
SHIP0006607,,SOUTH,FedEx,2022-10-26,7,10,0,2000
SHIP0006608,wh-02,,,2024-11-20,,25,,15000
SHIP0006609,WH01,North,DHL,2022-08-26,5,1,1,
SHIP0006610,WH02,North,DHL,2023-07-05,5,10,1,-100
SHIP0006611,WH01,north ,DHL,2023-08-09,2,1,0,-100
SHIP0006612,wh-02,SOUTH,,2024-10-19,2,,0,-100
SHIP0006613,WH01,SOUTH,FedEx,2024-12-20,5,3,0,500
SHIP0006614,,SOUTH,,2023-12-16,7,3,1,15000
SHIP0006615,wh-02,North,,2022-05-24,7,,1,500
SHIP0006616,WH01,,Delhivery,2024-11-05,,3,,15000
SHIP0006617,WH01,,Delhivery,2023-05-08,,10,,2000
SHIP0006618,WH02,north ,Delhivery,2022-05-02,5,1,0,
SHIP0006619,,,FedEx,2024-04-24,7,10,1,-100
SHIP0006620,WH01,SOUTH,DHL,2022-10-08,7,25,1,-100
SHIP0006621,,SOUTH,FedEx,2024-08-23,,,,500
SHIP0006622,WH01,SOUTH,,2024-04-18,,25,0,2000
SHIP0006623,,North,DHL,2024-12-09,7,10,1,500
SHIP0006624,wh-02,SOUTH,BlueDart,2022-06-25,7,25,1,
SHIP0006625,WH01,north ,FedEx,2024-08-23,5,1,0,2000
SHIP0006626,WH01,North,FedEx,2022-10-06,2,25,,2000
SHIP0006627,WH02,North,DHL,2023-07-24,,10,,15000
SHIP0006628,,,Delhivery,2022-06-04,7,10,1,
SHIP0006629,WH01,,Delhivery,2023-10-27,5,10,0,500
SHIP0006630,WH01,,BlueDart,2024-04-02,7,25,,
SHIP0006631,WH01,North,,2024-08-28,5,,1,
SHIP0006632,,SOUTH,,2023-02-17,7,3,,2000
SHIP0006633,WH02,north ,,2024-03-18,5,1,0,15000
SHIP0006634,wh-02,,FedEx,2024-04-09,5,1,1,2000
SHIP0006635,WH01,,,2022-04-14,7,1,,500
SHIP0006636,,north ,DHL,2024-03-31,7,1,,500
SHIP0006637,,north ,FedEx,2023-07-02,5,,0,500
SHIP0006638,wh-02,North,DHL,2024-10-17,2,10,0,-100
SHIP0006639,,,Delhivery,2023-05-18,5,25,0,2000
SHIP0006640,wh-02,,BlueDart,2023-08-20,2,3,0,15000
SHIP0006641,wh-02,,Delhivery,2024-09-07,5,1,0,2000
SHIP0006642,WH01,SOUTH,DHL,2024-09-03,2,1,0,-100
SHIP0006643,WH01,north ,FedEx,2022-08-25,2,1,0,-100
SHIP0006644,WH02,north ,FedEx,2024-08-04,,1,,-100
SHIP0006645,wh-02,,BlueDart,2023-06-03,7,,1,
SHIP0006646,,,Delhivery,2024-08-19,2,3,1,-100
SHIP0006647,WH01,SOUTH,BlueDart,2022-02-02,,10,1,2000
SHIP0006648,WH02,SOUTH,Delhivery,2023-03-29,,10,,2000
SHIP0006649,WH01,,,2022-09-23,7,10,0,
SHIP0006650,,north ,DHL,2024-01-10,,25,0,15000
SHIP0006651,WH01,north ,Delhivery,2022-12-28,2,1,,15000
SHIP0006652,wh-02,North,,2022-05-26,,,,
SHIP0006653,wh-02,north ,BlueDart,2024-11-18,7,,,15000
SHIP0006654,,SOUTH,DHL,2022-10-28,2,,1,500
SHIP0006655,wh-02,,DHL,2024-05-21,5,10,,2000
SHIP0006656,,,,2022-11-05,,3,,
SHIP0006657,wh-02,North,Delhivery,2023-03-09,7,10,0,
SHIP0006658,,North,,2023-04-29,7,10,1,2000
SHIP0006659,,north ,,2023-01-16,5,10,1,2000
SHIP0006660,,SOUTH,,2024-12-10,7,25,1,2000
SHIP0006661,WH02,north ,BlueDart,2023-03-02,,10,,
SHIP0006662,,North,DHL,2024-02-14,,10,,500
SHIP0006663,,north ,FedEx,2024-12-18,7,1,1,500
SHIP0006664,,SOUTH,Delhivery,2023-07-24,7,25,0,
SHIP0006665,WH02,north ,FedEx,2024-06-13,5,25,0,15000
SHIP0006666,WH02,north ,FedEx,2022-02-10,5,3,1,2000
SHIP0006667,WH02,North,DHL,2022-02-17,5,10,,500
SHIP0006668,WH01,SOUTH,FedEx,2022-06-15,,25,1,15000
SHIP0006669,WH02,SOUTH,,2024-10-19,7,10,,2000
SHIP0006670,wh-02,SOUTH,FedEx,2022-09-06,7,3,1,-100
SHIP0006671,WH02,SOUTH,FedEx,2022-11-04,7,,,500
SHIP0006672,wh-02,SOUTH,FedEx,2024-05-29,7,3,0,
SHIP0006673,WH02,North,Delhivery,2023-03-07,5,1,0,
SHIP0006674,wh-02,North,Delhivery,2023-06-06,,,1,15000
SHIP0006675,WH01,SOUTH,,2024-02-25,2,,1,15000
SHIP0006676,WH02,north ,BlueDart,2024-08-08,5,10,0,500
SHIP0006677,,North,Delhivery,2022-07-04,5,1,0,2000
SHIP0006678,WH02,North,DHL,2022-06-09,,25,0,2000
SHIP0006679,wh-02,SOUTH,,2023-07-02,5,1,0,15000
SHIP0006680,WH02,,FedEx,2024-02-24,2,3,1,
SHIP0006681,wh-02,North,FedEx,2024-06-02,7,10,,-100
SHIP0006682,,north ,Delhivery,2023-03-20,7,,,
SHIP0006683,WH01,,Delhivery,2023-03-15,,25,,
SHIP0006684,wh-02,SOUTH,Delhivery,2023-02-13,,1,,-100
SHIP0006685,,North,Delhivery,2023-05-02,2,,1,-100
SHIP0006686,,North,FedEx,2023-05-26,5,10,0,2000
SHIP0006687,WH02,,DHL,2024-09-24,,,1,15000
SHIP0006688,WH01,SOUTH,,2023-01-04,7,3,,-100
SHIP0006689,,north ,BlueDart,2023-01-19,2,1,1,15000
SHIP0006690,WH02,north ,Delhivery,2024-10-09,7,1,0,-100
SHIP0006691,wh-02,North,DHL,2022-08-23,7,,,15000
SHIP0006692,,north ,Delhivery,2022-03-10,7,,1,15000
SHIP0006693,wh-02,,DHL,2023-08-19,,,1,15000
SHIP0006694,,,FedEx,2024-08-30,7,3,0,500
SHIP0006695,WH02,north ,FedEx,2022-11-11,2,1,1,15000
SHIP0006696,,SOUTH,FedEx,2022-02-03,,25,1,15000
SHIP0006697,wh-02,SOUTH,FedEx,2023-12-18,,25,1,2000
SHIP0006698,WH02,North,FedEx,2023-08-26,5,10,0,500
SHIP0006699,WH01,north ,,2023-06-04,2,,1,2000
SHIP0006700,,SOUTH,Delhivery,2024-01-09,2,,,2000
SHIP0006701,wh-02,SOUTH,DHL,2024-09-25,7,3,,15000
SHIP0006702,,North,Delhivery,2022-08-22,2,1,,-100
SHIP0006703,WH02,,Delhivery,2024-09-22,5,10,0,
SHIP0006704,WH01,SOUTH,Delhivery,2023-08-18,7,25,0,15000
SHIP0006705,WH02,,BlueDart,2023-02-10,7,1,,500
SHIP0006706,wh-02,north ,FedEx,2022-04-11,7,1,1,500
SHIP0006707,,SOUTH,DHL,2022-01-04,,10,0,
SHIP0006708,,SOUTH,FedEx,2022-06-19,2,10,0,
SHIP0006709,WH01,SOUTH,FedEx,2022-02-23,,25,0,500
SHIP0006710,WH01,North,BlueDart,2023-03-15,5,3,1,15000
SHIP0006711,,,BlueDart,2022-04-08,5,3,0,
SHIP0006712,,SOUTH,,2022-06-09,2,10,,-100
SHIP0006713,,,BlueDart,2022-10-10,5,,0,-100
SHIP0006714,wh-02,North,Delhivery,2023-05-09,5,10,1,
SHIP0006715,WH02,North,Delhivery,2024-05-14,5,10,1,2000
SHIP0006716,WH01,SOUTH,,2022-08-28,7,10,0,2000
SHIP0006717,WH01,SOUTH,FedEx,2023-03-20,2,,0,500
SHIP0006718,WH02,North,Delhivery,2023-03-03,7,,1,500
SHIP0006719,WH01,,DHL,2023-08-22,2,1,,2000
SHIP0006720,wh-02,SOUTH,Delhivery,2024-11-26,5,10,0,
SHIP0006721,WH02,SOUTH,Delhivery,2023-12-07,7,1,,2000
SHIP0006722,,SOUTH,FedEx,2023-09-09,7,1,0,-100
SHIP0006723,wh-02,North,FedEx,2023-05-13,,3,,-100
SHIP0006724,WH01,SOUTH,,2023-12-08,2,25,1,2000
SHIP0006725,,,DHL,2022-04-15,5,1,,15000
SHIP0006726,wh-02,North,Delhivery,2023-09-23,5,,,500
SHIP0006727,WH01,North,FedEx,2022-02-18,,1,0,500
SHIP0006728,WH01,,DHL,2023-12-19,2,1,,-100
SHIP0006729,,,Delhivery,2022-10-13,2,25,0,-100
SHIP0006730,,North,FedEx,2022-02-09,,,1,2000
SHIP0006731,,SOUTH,,2022-07-19,2,25,0,15000
SHIP0006732,WH02,North,Delhivery,2023-04-05,7,3,,15000
SHIP0006733,WH01,north ,BlueDart,2023-07-03,,,,-100
SHIP0006734,WH02,North,DHL,2022-12-31,,25,0,
SHIP0006735,WH01,north ,Delhivery,2024-03-23,7,3,,15000
SHIP0006736,wh-02,SOUTH,,2023-02-14,5,10,1,-100
SHIP0006737,WH01,North,,2024-05-15,2,,,2000
SHIP0006738,WH02,SOUTH,FedEx,2024-06-25,2,25,0,500
SHIP0006739,WH02,,,2024-03-01,7,10,0,2000
SHIP0006740,WH01,North,,2024-08-16,,10,,15000
SHIP0006741,WH01,,,2024-06-12,5,1,1,15000
SHIP0006742,,SOUTH,,2023-03-27,7,25,,500
SHIP0006743,WH02,SOUTH,DHL,2024-05-29,,25,1,2000
SHIP0006744,wh-02,,FedEx,2022-12-28,5,,0,
SHIP0006745,wh-02,,FedEx,2022-04-09,2,1,,500
SHIP0006746,WH02,SOUTH,FedEx,2024-08-16,7,1,0,500
SHIP0006747,,north ,Delhivery,2023-09-24,5,10,,500
SHIP0006748,WH01,,BlueDart,2023-10-09,7,1,1,-100
SHIP0006749,wh-02,north ,Delhivery,2024-11-23,5,1,1,15000
SHIP0006750,wh-02,SOUTH,,2024-05-10,7,10,1,2000
SHIP0006751,wh-02,north ,BlueDart,2022-03-28,,3,,2000
SHIP0006752,WH01,North,Delhivery,2023-12-06,5,10,1,
SHIP0006753,WH01,north ,Delhivery,2022-09-15,,25,,-100
SHIP0006754,,,FedEx,2023-12-09,5,25,,500
SHIP0006755,WH01,,BlueDart,2024-07-16,7,25,,-100
SHIP0006756,,North,DHL,2024-10-31,,25,,15000
SHIP0006757,WH02,north ,DHL,2023-03-25,,25,1,-100
SHIP0006758,wh-02,north ,,2023-04-03,,25,0,-100
SHIP0006759,WH02,,Delhivery,2023-11-12,2,,,
SHIP0006760,WH01,north ,BlueDart,2022-01-24,2,25,,-100
SHIP0006761,WH01,,Delhivery,2023-10-27,2,10,,500
SHIP0006762,WH02,,DHL,2022-10-22,2,,,2000
SHIP0006763,WH01,North,DHL,2024-02-02,,1,0,-100
SHIP0006764,,north ,BlueDart,2022-11-15,7,10,1,500
SHIP0006765,wh-02,SOUTH,Delhivery,2022-09-27,5,1,0,
SHIP0006766,WH02,North,DHL,2024-03-13,,3,1,500
SHIP0006767,WH01,SOUTH,BlueDart,2023-07-18,2,1,,
SHIP0006768,WH01,North,FedEx,2024-09-05,2,10,1,
SHIP0006769,wh-02,north ,BlueDart,2024-12-07,2,3,0,15000
SHIP0006770,WH01,North,,2024-09-24,,10,0,2000
SHIP0006771,WH01,,,2022-05-06,5,10,0,500
SHIP0006772,wh-02,north ,FedEx,2023-11-11,,25,0,-100
SHIP0006773,wh-02,north ,BlueDart,2022-06-01,2,1,0,-100
SHIP0006774,,SOUTH,,2023-10-29,7,,,
SHIP0006775,WH01,SOUTH,FedEx,2024-06-29,7,3,1,-100
SHIP0006776,WH02,north ,FedEx,2023-07-10,5,10,,
SHIP0006777,WH01,north ,Delhivery,2024-03-24,,10,1,-100
SHIP0006778,,North,,2022-06-19,5,10,1,
SHIP0006779,WH01,north ,Delhivery,2024-05-16,7,3,,2000
SHIP0006780,WH02,North,,2022-03-19,,1,1,-100
SHIP0006781,wh-02,north ,DHL,2023-12-08,,3,,-100
SHIP0006782,wh-02,,BlueDart,2022-03-28,,,,500
SHIP0006783,wh-02,north ,DHL,2022-10-09,7,3,1,2000
SHIP0006784,WH01,North,FedEx,2022-07-27,5,3,0,500
SHIP0006785,,north ,Delhivery,2024-07-05,5,,1,500
SHIP0006786,wh-02,,Delhivery,2023-02-21,5,,,2000
SHIP0006787,wh-02,North,,2024-05-27,5,10,,2000
SHIP0006788,wh-02,north ,,2022-09-08,5,,,15000
SHIP0006789,WH02,,FedEx,2023-06-04,5,10,0,-100
SHIP0006790,WH01,SOUTH,BlueDart,2023-01-26,7,3,,15000
SHIP0006791,WH01,north ,,2023-10-25,5,10,0,
SHIP0006792,wh-02,,Delhivery,2023-04-23,,25,,-100
SHIP0006793,WH01,north ,DHL,2023-08-19,7,1,,-100
SHIP0006794,WH01,SOUTH,DHL,2024-09-30,7,3,0,
SHIP0006795,WH01,North,BlueDart,2022-12-29,5,1,0,
SHIP0006796,WH02,north ,,2023-03-30,7,10,0,-100
SHIP0006797,,North,BlueDart,2023-05-20,,3,0,500
SHIP0006798,WH02,North,Delhivery,2023-10-02,,10,0,-100
SHIP0006799,WH01,North,FedEx,2024-06-22,,,0,15000
SHIP0006800,WH02,North,FedEx,2024-08-10,7,1,,-100
SHIP0006801,WH02,North,,2023-01-21,2,3,,2000
SHIP0006802,WH02,North,FedEx,2024-11-02,2,10,,15000
SHIP0006803,wh-02,SOUTH,FedEx,2023-09-02,,1,,2000
SHIP0006804,WH01,,BlueDart,2023-01-19,5,1,1,2000
SHIP0006805,wh-02,,FedEx,2023-03-04,2,3,0,500
SHIP0006806,WH02,SOUTH,FedEx,2022-07-26,5,,0,2000
SHIP0006807,wh-02,,Delhivery,2022-01-04,2,,1,15000
SHIP0006808,WH01,SOUTH,,2023-02-19,,1,1,2000
SHIP0006809,WH01,,Delhivery,2024-02-13,5,1,0,
SHIP0006810,WH02,,,2024-09-30,5,25,0,
SHIP0006811,,North,,2024-09-08,,10,1,2000
SHIP0006812,WH02,,,2023-11-04,7,,,15000
SHIP0006813,WH02,,DHL,2023-11-16,5,,,500
SHIP0006814,,SOUTH,FedEx,2024-05-11,2,10,1,500
SHIP0006815,,north ,BlueDart,2024-01-24,,3,1,500
SHIP0006816,,North,,2024-02-17,7,,,
SHIP0006817,,North,DHL,2023-11-02,5,1,,500
SHIP0006818,,north ,,2024-12-02,5,25,,-100
SHIP0006819,WH01,north ,,2024-02-03,7,,1,
SHIP0006820,WH02,,DHL,2023-03-12,,,0,500
SHIP0006821,WH01,North,DHL,2022-11-07,2,1,0,
SHIP0006822,,SOUTH,BlueDart,2023-08-20,,10,,2000
SHIP0006823,,north ,,2024-07-09,,,1,-100
SHIP0006824,wh-02,North,BlueDart,2024-02-25,,,1,-100
SHIP0006825,WH02,north ,,2022-03-26,5,10,1,
SHIP0006826,WH02,SOUTH,DHL,2024-10-29,2,25,,500
SHIP0006827,,north ,,2024-08-14,2,10,,2000
SHIP0006828,WH01,north ,DHL,2022-12-18,7,3,0,-100
SHIP0006829,,North,DHL,2024-06-18,2,1,,-100
SHIP0006830,WH02,North,BlueDart,2023-02-20,2,10,,
SHIP0006831,WH02,,FedEx,2023-12-03,7,1,0,15000
SHIP0006832,,SOUTH,FedEx,2024-09-19,7,1,,
SHIP0006833,WH02,,BlueDart,2024-07-26,5,25,0,15000
SHIP0006834,WH01,north ,,2023-01-26,2,10,1,-100
SHIP0006835,wh-02,North,BlueDart,2023-04-12,5,10,0,-100
SHIP0006836,wh-02,North,DHL,2024-09-16,2,3,,500
SHIP0006837,WH02,north ,,2024-01-11,,10,0,15000
SHIP0006838,,SOUTH,DHL,2023-08-16,5,1,0,
SHIP0006839,,North,,2022-08-16,7,,,
SHIP0006840,WH01,North,FedEx,2023-04-28,5,10,,15000
SHIP0006841,wh-02,North,Delhivery,2023-09-08,,25,1,-100
SHIP0006842,wh-02,North,BlueDart,2024-06-02,5,25,,
SHIP0006843,WH01,SOUTH,BlueDart,2022-11-06,,,0,500
SHIP0006844,WH01,SOUTH,FedEx,2022-04-07,2,1,1,2000
SHIP0006845,WH01,,FedEx,2024-03-11,,3,1,500
SHIP0006846,WH02,SOUTH,FedEx,2024-04-24,2,3,0,2000
SHIP0006847,WH02,North,,2022-05-20,7,,,
SHIP0006848,WH01,north ,BlueDart,2024-02-24,,1,,15000
SHIP0006849,WH01,North,,2023-12-14,,1,,
SHIP0006850,,,DHL,2023-06-26,5,10,1,500
SHIP0006851,WH01,,Delhivery,2023-12-18,7,10,,500
SHIP0006852,WH01,,Delhivery,2023-11-20,7,,,2000
SHIP0006853,WH01,North,BlueDart,2024-11-08,5,10,,
SHIP0006854,wh-02,,FedEx,2023-02-17,,1,1,
SHIP0006855,WH02,SOUTH,FedEx,2022-01-10,,1,0,2000
SHIP0006856,WH02,North,,2023-07-30,5,3,,
SHIP0006857,,,,2022-05-05,5,25,1,500
SHIP0006858,,,BlueDart,2022-05-18,5,25,,-100
SHIP0006859,WH02,north ,Delhivery,2024-11-17,7,25,,500
SHIP0006860,wh-02,north ,Delhivery,2024-11-08,5,25,0,2000
SHIP0006861,WH01,North,,2024-04-01,,25,0,15000
SHIP0006862,,North,BlueDart,2023-05-15,7,,0,-100
SHIP0006863,wh-02,,FedEx,2024-11-18,7,,1,15000
SHIP0006864,WH02,north ,FedEx,2024-12-26,5,,,15000
SHIP0006865,WH01,north ,DHL,2023-08-25,5,3,,500
SHIP0006866,wh-02,north ,DHL,2023-09-09,2,25,0,500
SHIP0006867,WH01,North,BlueDart,2024-11-07,2,,1,
SHIP0006868,wh-02,,,2024-12-28,7,10,,2000
SHIP0006869,wh-02,North,Delhivery,2022-05-16,5,1,,2000
SHIP0006870,wh-02,SOUTH,Delhivery,2024-04-24,,3,1,500
SHIP0006871,WH02,SOUTH,FedEx,2024-04-15,7,,,
SHIP0006872,WH02,North,FedEx,2024-03-24,7,10,,500
SHIP0006873,wh-02,,FedEx,2024-11-11,5,10,,15000
SHIP0006874,wh-02,north ,,2022-09-07,2,10,,
SHIP0006875,wh-02,,BlueDart,2022-12-11,,,1,15000
SHIP0006876,WH01,north ,FedEx,2022-01-27,7,1,1,15000
SHIP0006877,WH01,north ,BlueDart,2023-03-24,5,10,1,-100
SHIP0006878,WH02,,DHL,2022-11-29,,3,1,2000
SHIP0006879,WH02,North,BlueDart,2024-11-07,5,10,,2000
SHIP0006880,WH02,SOUTH,FedEx,2022-11-18,5,10,,15000
SHIP0006881,WH02,SOUTH,,2022-03-30,7,10,1,-100
SHIP0006882,,,DHL,2024-11-30,2,,,15000
SHIP0006883,,North,BlueDart,2022-02-14,7,1,1,500
SHIP0006884,WH02,north ,FedEx,2023-04-03,,,,500
SHIP0006885,,,Delhivery,2024-08-03,,3,0,
SHIP0006886,WH01,SOUTH,DHL,2024-06-23,,3,,
SHIP0006887,WH02,,BlueDart,2022-06-17,5,3,0,500
SHIP0006888,WH01,North,,2022-06-14,,3,0,15000
SHIP0006889,wh-02,north ,Delhivery,2022-11-20,7,,,15000
SHIP0006890,WH02,North,,2023-09-04,5,1,1,-100
SHIP0006891,wh-02,north ,BlueDart,2023-09-05,5,,1,2000
SHIP0006892,,North,BlueDart,2023-01-31,5,25,1,500
SHIP0006893,WH01,SOUTH,BlueDart,2022-01-10,2,10,1,
SHIP0006894,wh-02,North,FedEx,2023-10-25,,3,1,-100
SHIP0006895,WH01,north ,BlueDart,2024-07-28,7,3,,500
SHIP0006896,,,FedEx,2023-04-28,7,10,,2000
SHIP0006897,wh-02,North,,2023-03-30,,25,1,500
SHIP0006898,wh-02,North,BlueDart,2023-03-18,7,3,,2000
SHIP0006899,,North,BlueDart,2024-09-09,2,10,,15000
SHIP0006900,WH02,SOUTH,,2022-11-12,5,10,1,2000
SHIP0006901,WH02,SOUTH,FedEx,2022-11-28,5,1,1,15000
SHIP0006902,wh-02,SOUTH,BlueDart,2022-07-14,,25,,2000
SHIP0006903,WH02,,DHL,2024-11-15,7,25,0,
SHIP0006904,WH01,north ,,2024-01-01,,1,0,
SHIP0006905,WH02,,DHL,2023-06-18,2,3,0,15000
SHIP0006906,wh-02,north ,Delhivery,2023-07-29,5,3,0,
SHIP0006907,,,DHL,2023-09-03,,25,0,500
SHIP0006908,WH02,SOUTH,DHL,2024-05-10,5,,,500
SHIP0006909,wh-02,SOUTH,FedEx,2024-11-12,5,25,1,-100
SHIP0006910,WH01,,FedEx,2022-01-01,,3,,15000
SHIP0006911,,north ,BlueDart,2022-05-15,7,10,1,-100
SHIP0006912,,North,DHL,2023-02-13,,25,1,2000
SHIP0006913,WH01,North,Delhivery,2023-12-22,7,3,1,15000
SHIP0006914,wh-02,SOUTH,BlueDart,2023-07-20,7,10,1,
SHIP0006915,WH01,North,BlueDart,2024-05-11,,,,2000
SHIP0006916,,North,,2024-07-16,,,,500
SHIP0006917,WH01,north ,BlueDart,2023-01-01,7,3,,-100
SHIP0006918,,North,,2023-07-03,,,,2000
SHIP0006919,wh-02,North,FedEx,2023-08-15,7,25,0,-100
SHIP0006920,WH02,North,Delhivery,2022-10-10,,10,0,-100
SHIP0006921,,north ,Delhivery,2024-09-25,2,25,1,500
SHIP0006922,WH01,,DHL,2022-09-04,2,3,,15000
SHIP0006923,,SOUTH,FedEx,2023-02-15,5,1,0,-100
SHIP0006924,WH02,North,BlueDart,2023-01-14,5,3,1,
SHIP0006925,WH02,North,Delhivery,2024-05-13,2,10,1,500
SHIP0006926,wh-02,SOUTH,Delhivery,2022-09-09,5,,0,
SHIP0006927,,SOUTH,,2022-10-29,7,25,,-100
SHIP0006928,WH02,,FedEx,2022-01-20,7,1,,-100
SHIP0006929,,SOUTH,,2022-07-21,2,3,0,2000
SHIP0006930,wh-02,north ,FedEx,2023-10-05,,25,0,15000
SHIP0006931,WH01,,BlueDart,2023-10-17,,25,0,500
SHIP0006932,,SOUTH,Delhivery,2023-08-05,2,25,,2000
SHIP0006933,WH01,,BlueDart,2024-02-04,5,,0,500
SHIP0006934,wh-02,north ,FedEx,2022-05-19,2,25,,500
SHIP0006935,WH01,north ,FedEx,2023-10-15,2,3,0,15000
SHIP0006936,WH01,North,Delhivery,2023-07-30,7,1,,-100
SHIP0006937,,,DHL,2022-01-05,2,25,0,-100
SHIP0006938,WH01,,FedEx,2022-02-01,7,10,,2000
SHIP0006939,WH01,north ,FedEx,2022-07-26,5,3,0,-100
SHIP0006940,WH01,North,DHL,2023-08-31,7,25,,-100
SHIP0006941,,SOUTH,DHL,2022-10-09,2,1,0,
SHIP0006942,wh-02,,DHL,2023-02-27,5,1,,
SHIP0006943,wh-02,SOUTH,BlueDart,2024-11-01,2,,,2000
SHIP0006944,wh-02,SOUTH,,2024-12-19,2,,0,2000
SHIP0006945,,north ,BlueDart,2024-01-20,7,10,,15000
SHIP0006946,WH01,,FedEx,2022-05-09,2,1,1,15000
SHIP0006947,WH02,SOUTH,Delhivery,2023-09-24,7,1,1,500
SHIP0006948,wh-02,north ,Delhivery,2023-12-13,7,10,0,-100
SHIP0006949,wh-02,SOUTH,FedEx,2023-11-18,2,1,0,-100
SHIP0006950,,,BlueDart,2022-11-05,2,1,0,2000
SHIP0006951,,,FedEx,2024-04-08,5,10,0,500
SHIP0006952,,,FedEx,2022-08-05,5,,0,
SHIP0006953,,north ,BlueDart,2023-08-02,,25,0,500
SHIP0006954,WH01,north ,DHL,2022-09-23,,10,1,2000
SHIP0006955,,North,,2022-11-10,5,,0,-100
SHIP0006956,WH02,,FedEx,2023-06-21,5,10,1,15000
SHIP0006957,WH01,SOUTH,,2024-08-13,7,3,1,15000
SHIP0006958,wh-02,North,BlueDart,2023-04-01,2,,0,-100
SHIP0006959,WH02,SOUTH,FedEx,2024-06-23,7,25,,
SHIP0006960,WH02,north ,Delhivery,2023-07-28,7,1,,
SHIP0006961,WH01,,,2022-10-13,,,,2000
SHIP0006962,,north ,DHL,2024-12-13,5,,1,15000
SHIP0006963,WH02,,BlueDart,2024-11-18,2,25,0,500
SHIP0006964,,north ,,2024-05-09,5,3,0,2000
SHIP0006965,WH02,SOUTH,Delhivery,2022-03-20,2,1,,-100
SHIP0006966,WH01,North,,2024-05-30,,1,1,
SHIP0006967,,SOUTH,,2023-04-07,,,1,
SHIP0006968,,north ,,2024-10-17,,1,,15000
SHIP0006969,wh-02,North,DHL,2023-01-23,,,1,15000
SHIP0006970,,North,BlueDart,2023-02-27,2,,1,2000
SHIP0006971,,north ,Delhivery,2022-03-14,,10,,-100
SHIP0006972,,SOUTH,Delhivery,2024-02-21,,10,1,500
SHIP0006973,,North,BlueDart,2024-10-21,7,,,500
SHIP0006974,WH02,North,,2023-08-31,5,10,1,15000
SHIP0006975,wh-02,,Delhivery,2023-10-02,5,1,,
SHIP0006976,wh-02,North,DHL,2023-10-23,7,25,1,-100
SHIP0006977,,SOUTH,Delhivery,2023-04-23,2,10,1,500
SHIP0006978,WH01,north ,DHL,2024-01-27,,3,1,2000
SHIP0006979,WH01,SOUTH,Delhivery,2024-11-22,5,25,0,-100
SHIP0006980,,North,BlueDart,2023-05-11,5,10,0,-100
SHIP0006981,WH01,North,,2024-03-17,2,1,0,
SHIP0006982,,,,2022-02-19,2,1,,15000
SHIP0006983,wh-02,north ,BlueDart,2023-02-13,5,10,0,
SHIP0006984,wh-02,,DHL,2022-05-21,7,3,1,500
SHIP0006985,WH01,North,DHL,2024-06-22,,25,,-100
SHIP0006986,WH01,North,BlueDart,2023-05-28,5,,0,
SHIP0006987,wh-02,SOUTH,Delhivery,2023-08-23,,10,,
SHIP0006988,wh-02,,DHL,2024-06-03,5,10,1,-100
SHIP0006989,WH01,North,FedEx,2024-08-12,,3,0,
SHIP0006990,WH02,north ,BlueDart,2024-06-15,,3,,15000
SHIP0006991,wh-02,SOUTH,DHL,2023-11-11,5,3,1,
SHIP0006992,wh-02,,DHL,2024-03-22,5,1,1,15000
SHIP0006993,WH01,,FedEx,2024-03-27,2,,,-100
SHIP0006994,,north ,DHL,2024-01-17,7,25,0,2000
SHIP0006995,WH01,,Delhivery,2023-12-19,5,25,,
SHIP0006996,WH02,,BlueDart,2023-11-15,,25,1,15000
SHIP0006997,WH01,north ,FedEx,2023-01-24,2,,1,
SHIP0006998,WH01,,FedEx,2022-02-28,2,25,,500
SHIP0006999,wh-02,SOUTH,,2022-04-17,7,3,,-100
SHIP0007000,,North,DHL,2022-06-15,7,25,1,-100
