inventory_id,product_id,warehouse_id,on_hand_qty,reserved_qty,reorder_point,last_restock_date
I001709,P00011,WH03,50,0,,2021-08-13
I001710,P00080,WH02,99999,10,500,2021-04-13
I001711,P00081,wh-01,0,0,300,2022-08-30
I001712,P00063,,99999,,100,2022-03-05
I001713,P00102,WH02,50,,500,2021-12-12
I001714,P00259,WH03,99999,10,500,2024-07-27
I001715,P00161,WH02,50,100,100,2023-08-27
I001716,P00022,WH03,0,,500,2024-11-02
I001717,P00204,wh-01,0,100,300,2024-11-13
I001718,P00121,,,,100,2024-01-01
I001719,P00153,wh-01,,100,500,2024-05-04
I001720,P00287,,-100,,300,2023-12-30
I001721,P00043,WH01,-100,10,100,2022-04-26
I001722,P00143,WH01,-100,0,300,2023-05-09
I001723,P00237,WH03,0,10,500,2023-10-21
I001724,P00092,WH03,50,100,,2021-04-08
I001725,P00288,WH02,50,0,500,2023-10-08
I001726,P00023,wh-01,99999,10,100,2022-04-14
I001727,P00193,WH03,,10,300,2023-10-17
I001728,P00064,wh-01,50,0,300,2021-08-21
I001729,P00042,WH02,0,100,300,2021-06-28
I001730,P00142,WH01,50,0,,2022-05-26
I001731,P00181,WH02,0,100,500,2022-06-01
I001732,P00243,WH02,-100,,300,2021-03-27
I001733,P00182,,-100,0,100,2022-08-06
I001734,P00165,wh-01,-100,10,500,2024-01-01
I001735,P00213,wh-01,-100,100,100,2023-12-30
I001736,P00102,WH03,,10,,2022-07-02
I001737,P00051,WH02,0,0,100,2024-12-07
I001738,P00202,WH01,,100,100,2022-07-24
I001739,P00247,WH03,200,,300,2021-02-15
I001740,P00286,,200,,500,2023-01-10
I001741,P00087,WH01,-100,10,,2022-08-23
I001742,P00072,wh-01,50,0,300,2022-05-24
I001743,P00011,wh-01,200,,100,2024-08-23
I001744,P00134,WH03,50,,100,2024-11-30
I001745,P00030,WH03,99999,10,,2024-04-25
I001746,P00142,WH03,99999,0,100,2024-09-25
I001747,P00182,wh-01,1000,0,500,2022-12-19
I001748,P00177,wh-01,0,10,300,2023-05-30
I001749,P00021,,200,10,,2023-03-15
I001750,P00294,WH01,1000,0,100,2022-01-15
I001751,P00245,WH03,-100,10,300,2024-11-07
I001752,P00024,,50,,,2023-04-27
I001753,P00250,wh-01,0,10,300,2021-12-11
I001754,P00280,WH03,200,10,500,2023-10-09
I001755,P00017,WH03,50,,,2021-04-11
I001756,P00054,WH03,1000,10,300,2024-06-12
I001757,P00012,wh-01,0,10,,2023-04-07
I001758,P00298,,99999,10,,2021-05-01
I001759,P00164,,99999,100,,2022-05-28
I001760,P00105,wh-01,1000,,500,2022-10-21
I001761,P00171,wh-01,1000,100,,2023-04-28
I001762,P00030,WH03,99999,10,500,2024-05-20
I001763,P00125,wh-01,1000,0,300,2021-07-22
I001764,P00200,WH02,0,100,100,2021-11-07
I001765,P00267,wh-01,,0,500,2023-03-22
I001766,P00241,WH01,,10,500,2024-04-16
I001767,P00207,WH03,99999,,300,2021-06-25
I001768,P00165,wh-01,99999,10,500,2024-08-13
I001769,P00135,WH02,0,,300,2023-11-14
I001770,P00128,WH02,99999,,300,2022-10-30
I001771,P00252,,200,0,100,2023-05-28
I001772,P00043,WH01,0,100,100,2022-01-18
I001773,P00032,WH02,-100,100,,2021-10-02
I001774,P00127,,99999,,100,2024-10-05
I001775,P00187,WH02,200,,,2022-11-19
I001776,P00134,WH01,50,100,100,2023-05-09
I001777,P00237,WH01,-100,100,,2021-03-15
I001778,P00182,WH03,50,,300,2021-03-15
I001779,P00070,,99999,,100,2021-04-25
I001780,P00089,WH02,1000,0,300,2022-07-15
I001781,P00056,WH03,0,100,500,2022-02-19
I001782,P00114,,,10,500,2023-09-03
I001783,P00131,WH03,99999,,300,2024-03-11
I001784,P00196,WH03,99999,,500,2021-06-01
I001785,P00135,wh-01,200,0,300,2022-03-26
I001786,P00165,WH01,99999,0,500,2024-01-27
I001787,P00117,WH01,,,300,2024-04-14
I001788,P00116,WH02,-100,10,,2022-11-14
I001789,P00132,WH03,-100,0,500,2022-05-24
I001790,P00082,,,0,,2021-11-12
I001791,P00194,wh-01,1000,10,500,2021-08-30
I001792,P00097,,99999,,300,2024-11-02
I001793,P00140,WH02,0,0,100,2024-07-25
I001794,P00162,WH01,-100,100,,2022-09-09
I001795,P00008,wh-01,50,10,,2021-07-12
I001796,P00113,wh-01,,100,100,2024-06-23
I001797,P00134,,-100,0,,2023-11-26
I001798,P00063,WH01,,0,,2024-04-30
I001799,P00030,WH02,200,,500,2024-11-11
I001800,P00253,WH03,50,,300,2023-08-18
I001801,P00200,wh-01,,,,2024-04-03
I001802,P00274,WH01,,10,300,2024-07-29
I001803,P00184,WH02,0,,500,2024-09-06
I001804,P00134,,,100,300,2021-07-22
I001805,P00113,WH02,1000,0,500,2022-09-24
I001806,P00112,wh-01,0,,,2023-09-24
I001807,P00208,WH03,0,10,500,2021-11-13
I001808,P00005,WH01,,0,500,2021-08-02
I001809,P00255,WH02,99999,0,500,2021-05-11
I001810,P00229,WH03,99999,,300,2022-04-03
I001811,P00112,WH03,200,10,500,2023-12-09
I001812,P00270,WH02,-100,,,2022-10-31
I001813,P00188,WH03,0,,,2022-11-17
I001814,P00294,WH02,,0,100,2021-03-09
I001815,P00154,wh-01,50,0,,2024-12-27
I001816,P00100,wh-01,-100,0,500,2023-10-23
I001817,P00294,WH02,-100,10,100,2024-06-15
I001818,P00046,WH02,200,0,300,2022-06-22
I001819,P00203,WH03,200,0,300,2024-12-15
I001820,P00221,,,100,,2023-09-16
I001821,P00064,,1000,0,300,2024-11-03
I001822,P00186,WH03,-100,0,100,2024-07-02
I001823,P00055,WH03,0,,,2023-09-30
I001824,P00182,WH03,-100,0,100,2023-05-18
I001825,P00012,wh-01,,100,100,2024-09-02
I001826,P00227,WH02,-100,0,100,2024-11-12
I001827,P00280,WH02,0,10,500,2024-02-09
I001828,P00299,WH03,1000,10,300,2024-09-14
I001829,P00121,WH02,99999,0,100,2021-10-09
I001830,P00034,WH02,50,0,,2024-08-21
I001831,P00115,,50,10,500,2022-11-16
I001832,P00056,,1000,,100,2023-10-23
I001833,P00211,WH03,99999,0,500,2023-01-30
I001834,P00171,,50,0,,2024-08-27
I001835,P00145,,0,0,100,2021-01-11
I001836,P00221,,50,0,300,2024-08-02
I001837,P00032,WH03,200,0,100,2022-12-31
I001838,P00288,wh-01,200,,300,2022-09-18
I001839,P00241,WH01,50,,500,2022-12-09
I001840,P00299,wh-01,0,10,100,2023-05-17
I001841,P00210,WH02,-100,10,300,2022-03-09
I001842,P00020,WH01,50,10,500,2023-11-23
I001843,P00253,WH01,1000,10,,2024-11-18
I001844,P00212,,-100,0,500,2023-02-13
I001845,P00268,WH02,99999,0,100,2024-07-16
I001846,P00208,WH02,-100,10,,2022-11-11
I001847,P00256,WH02,99999,100,500,2024-08-01
I001848,P00093,WH02,-100,100,,2021-01-01
I001849,P00277,WH03,,0,100,2023-01-06
I001850,P00253,WH02,-100,10,100,2024-06-04
I001851,P00297,wh-01,1000,10,100,2021-09-29
I001852,P00287,WH03,,10,100,2021-10-25
I001853,P00036,,,0,300,2024-11-24
I001854,P00105,wh-01,50,,100,2024-12-06
I001855,P00198,WH02,200,0,500,2023-01-16
I001856,P00019,,200,,500,2024-02-06
I001857,P00182,WH01,50,0,500,2022-08-17
I001858,P00017,WH01,200,100,100,2023-06-18
I001859,P00099,wh-01,1000,0,500,2024-06-12
I001860,P00215,,-100,100,500,2024-05-07
I001861,P00227,,-100,0,500,2023-10-21
I001862,P00031,wh-01,0,0,300,2024-05-04
I001863,P00086,WH02,200,0,100,2023-05-22
I001864,P00286,,200,10,500,2021-12-23
I001865,P00132,wh-01,,10,300,2022-10-29
I001866,P00144,WH02,1000,10,100,2022-06-10
I001867,P00166,WH03,1000,0,300,2023-06-10
I001868,P00090,WH01,1000,100,300,2022-08-23
I001869,P00031,,50,,,2022-08-18
I001870,P00129,WH01,50,,500,2023-07-19
I001871,P00089,WH02,99999,100,100,2023-11-18
I001872,P00078,wh-01,50,10,300,2022-11-03
I001873,P00161,WH02,0,,100,2023-05-31
I001874,P00159,wh-01,99999,,100,2022-01-21
I001875,P00090,WH02,1000,100,,2024-03-26
I001876,P00081,wh-01,200,,100,2022-12-17
I001877,P00099,WH03,50,,100,2023-09-28
I001878,P00275,WH02,200,,,2021-07-24
I001879,P00294,,,100,300,2023-10-22
I001880,P00170,wh-01,50,10,,2024-08-15
I001881,P00297,WH03,0,100,300,2023-09-10
I001882,P00021,wh-01,-100,0,100,2022-09-21
I001883,P00113,WH02,-100,10,300,2021-09-06
I001884,P00007,,-100,10,500,2022-06-05
I001885,P00281,wh-01,200,100,,2022-09-07
I001886,P00268,WH01,0,10,500,2022-07-11
I001887,P00062,WH03,1000,10,300,2024-11-25
I001888,P00069,WH03,-100,,300,2023-10-31
I001889,P00074,WH03,200,0,300,2024-09-08
I001890,P00200,WH02,99999,10,300,2024-02-14
I001891,P00266,WH03,50,,500,2023-10-09
I001892,P00227,wh-01,1000,0,500,2021-11-28
I001893,P00002,WH03,50,100,500,2021-06-20
I001894,P00273,WH03,200,,100,2022-07-12
I001895,P00300,wh-01,200,0,,2022-01-27
I001896,P00254,wh-01,99999,0,100,2022-03-25
I001897,P00226,,0,10,100,2022-02-27
I001898,P00116,WH03,-100,10,300,2024-07-28
I001899,P00261,wh-01,0,,100,2022-02-28
I001900,P00252,WH01,99999,,500,2023-05-05
I001901,P00219,WH01,200,,,2022-03-25
I001902,P00275,wh-01,1000,,300,2021-04-26
I001903,P00145,WH03,99999,0,500,2024-02-15
I001904,P00154,wh-01,,10,,2022-02-17
I001905,P00172,WH02,,100,300,2022-03-06
I001906,P00026,wh-01,,0,,2024-10-12
I001907,P00106,,50,100,,2021-11-28
I001908,P00296,WH01,99999,100,500,2023-03-08
I001909,P00019,WH02,200,0,,2023-04-05
I001910,P00144,,200,100,100,2021-07-19
I001911,P00229,wh-01,200,10,100,2024-09-17
I001912,P00171,WH02,99999,0,300,2021-06-22
I001913,P00069,WH01,0,100,500,2022-10-10
I001914,P00077,WH01,50,100,300,2023-07-23
I001915,P00033,WH03,0,100,300,2021-10-22
I001916,P00283,WH02,0,10,300,2024-05-03
I001917,P00069,,200,0,100,2024-08-26
I001918,P00033,WH03,1000,0,,2023-01-12
I001919,P00166,WH01,200,10,500,2024-09-21
I001920,P00070,,-100,0,100,2024-11-16
I001921,P00052,WH02,0,,100,2022-06-27
I001922,P00191,WH02,-100,,,2022-11-15
I001923,P00083,wh-01,99999,10,300,2023-02-22
I001924,P00269,WH03,50,,500,2023-02-23
I001925,P00265,WH03,0,10,,2024-05-23
I001926,P00084,,-100,100,,2024-04-03
I001927,P00073,wh-01,200,,300,2023-10-18
I001928,P00001,wh-01,1000,10,,2024-03-24
I001929,P00128,wh-01,50,0,500,2022-01-03
I001930,P00067,WH01,99999,100,,2021-11-11
I001931,P00067,,99999,10,,2024-02-02
I001932,P00237,wh-01,,,,2022-12-11
I001933,P00279,WH01,-100,100,300,2023-09-21
I001934,P00062,WH01,200,,300,2022-05-20
I001935,P00017,WH03,50,10,500,2024-05-02
I001936,P00273,wh-01,50,100,,2023-04-17
I001937,P00210,WH03,-100,100,,2022-10-08
I001938,P00144,WH03,99999,100,,2021-03-04
I001939,P00224,,99999,100,100,2023-09-25
I001940,P00073,,-100,0,300,2021-05-06
I001941,P00293,WH03,200,10,300,2024-11-25
I001942,P00216,WH02,0,0,100,2024-02-07
I001943,P00279,WH01,200,0,100,2021-05-11
I001944,P00225,WH03,50,10,300,2023-07-09
I001945,P00171,wh-01,0,,300,2021-11-02
I001946,P00128,wh-01,200,10,300,2022-08-21
I001947,P00072,WH03,0,100,300,2024-07-05
I001948,P00141,WH02,1000,10,100,2021-10-26
I001949,P00253,WH03,200,,500,2023-01-21
I001950,P00046,WH01,99999,0,,2024-02-11
I001951,P00124,wh-01,0,,,2021-06-10
I001952,P00225,wh-01,-100,10,300,2022-06-12
I001953,P00173,WH01,99999,100,100,2022-02-01
I001954,P00268,,1000,,500,2021-04-16
I001955,P00196,WH03,,0,300,2023-04-30
I001956,P00090,WH02,200,0,500,2024-11-09
I001957,P00233,WH01,99999,0,500,2024-04-09
I001958,P00056,WH03,-100,10,100,2022-10-02
I001959,P00270,WH03,0,0,,2023-10-12
I001960,P00240,WH01,99999,100,100,2022-07-08
I001961,P00065,WH03,,10,,2023-05-15
I001962,P00179,WH01,-100,100,300,2021-05-22
I001963,P00233,wh-01,200,,100,2022-05-12
I001964,P00152,WH03,0,0,500,2024-04-25
I001965,P00300,WH02,99999,100,300,2023-02-17
I001966,P00249,WH01,200,10,,2023-11-16
I001967,P00278,,50,0,100,2023-06-17
I001968,P00221,WH03,-100,,300,2023-01-13
I001969,P00268,,,,,2021-10-10
I001970,P00138,wh-01,200,100,100,2022-03-30
I001971,P00087,WH03,1000,100,300,2022-04-29
I001972,P00125,WH03,-100,,300,2021-05-29
I001973,P00161,,,10,,2022-04-17
I001974,P00298,WH02,50,0,100,2023-02-18
I001975,P00200,WH02,1000,10,,2023-03-02
I001976,P00294,WH01,50,0,500,2022-12-18
I001977,P00067,WH01,1000,100,300,2024-04-15
I001978,P00262,WH01,,,,2023-10-01
I001979,P00098,WH01,50,0,100,2023-06-17
I001980,P00234,WH03,99999,100,500,2024-07-28
I001981,P00259,wh-01,50,0,100,2022-03-20
I001982,P00086,wh-01,-100,10,500,2024-11-21
I001983,P00267,WH01,0,100,,2023-02-18
I001984,P00256,WH03,200,10,,2023-07-08
I001985,P00044,WH03,-100,0,300,2023-08-29
I001986,P00057,,200,100,100,2023-06-15
I001987,P00089,,-100,0,500,2021-08-19
I001988,P00068,,200,100,100,2023-06-10
I001989,P00022,,99999,0,,2023-05-17
I001990,P00222,WH03,99999,10,100,2024-04-19
I001991,P00086,WH01,1000,100,300,2021-05-22
I001992,P00015,wh-01,-100,0,300,2023-01-10
I001993,P00045,,1000,100,500,2022-10-20
I001994,P00118,WH02,200,0,300,2023-12-16
I001995,P00051,WH03,1000,,100,2022-03-17
I001996,P00070,WH03,200,,,2022-12-03
I001997,P00025,WH02,1000,0,300,2023-10-24
I001998,P00041,WH03,50,0,,2023-03-22
I001999,P00063,WH03,99999,,500,2021-01-24
I002000,P00017,WH03,0,100,300,2024-07-08
I002001,P00105,WH02,-100,0,300,2023-01-12
I002002,P00006,,1000,100,500,2023-09-05
I002003,P00138,wh-01,0,0,300,2023-10-19
I002004,P00151,,50,0,300,2022-07-04
I002005,P00004,WH03,99999,100,300,2022-03-30
I002006,P00263,,,,500,2021-02-24
I002007,P00062,WH03,50,,300,2021-09-13
I002008,P00030,WH01,,100,300,2023-06-03
I002009,P00157,wh-01,200,0,500,2024-02-25
I002010,P00147,wh-01,1000,100,100,2021-09-06
I002011,P00067,WH03,,0,300,2023-09-09
I002012,P00162,WH01,200,100,500,2023-05-05
I002013,P00009,WH02,1000,10,300,2021-01-03
I002014,P00034,WH03,99999,10,100,2022-01-31
I002015,P00193,WH02,-100,0,500,2023-10-27
I002016,P00200,WH03,-100,10,,2022-11-11
I002017,P00090,WH02,-100,0,,2022-11-01
I002018,P00100,wh-01,200,,500,2023-07-22
I002019,P00106,wh-01,50,10,100,2022-02-18
I002020,P00094,WH02,-100,,,2021-11-04
I002021,P00074,,0,0,,2021-03-24
I002022,P00148,,,10,,2021-07-12
I002023,P00259,WH02,,10,100,2023-11-01
I002024,P00217,,1000,,300,2023-09-15
I002025,P00071,,-100,10,500,2024-06-01
I002026,P00279,WH03,0,,,2021-08-07
I002027,P00286,WH03,50,10,500,2022-01-19
I002028,P00003,WH02,50,10,100,2021-01-09
I002029,P00203,WH03,,0,500,2023-08-28
I002030,P00064,WH02,200,0,500,2022-08-18
I002031,P00241,wh-01,-100,100,300,2024-08-30
I002032,P00297,,-100,100,300,2022-06-30
I002033,P00170,WH01,-100,,100,2024-11-16
I002034,P00268,wh-01,-100,100,,2023-02-19
I002035,P00103,WH03,99999,100,,2022-10-05
I002036,P00018,wh-01,50,0,500,2024-11-18
I002037,P00121,WH01,200,100,500,2021-01-04
I002038,P00128,WH02,1000,100,500,2022-01-11
I002039,P00296,WH01,99999,10,,2021-03-31
I002040,P00097,,,100,,2021-06-01
I002041,P00033,,50,0,,2021-01-18
I002042,P00273,,50,10,500,2024-02-26
I002043,P00136,WH01,,100,500,2021-08-10
I002044,P00200,WH02,200,100,500,2021-02-26
I002045,P00167,WH02,200,0,100,2023-06-05
I002046,P00038,WH02,99999,0,500,2024-05-12
I002047,P00265,WH03,1000,10,500,2021-05-05
I002048,P00247,WH01,200,,,2023-11-07
I002049,P00108,WH03,,0,100,2022-01-10
I002050,P00065,WH03,99999,,,2021-03-28
I002051,P00192,WH02,1000,10,,2024-06-30
I002052,P00250,,50,,500,2021-01-15
I002053,P00159,,0,0,500,2024-10-07
I002054,P00028,WH02,50,10,500,2023-07-10
I002055,P00211,WH03,0,,300,2021-11-21
I002056,P00221,,,,100,2023-12-24
I002057,P00256,WH03,-100,100,100,2021-02-15
I002058,P00214,WH03,200,10,500,2022-07-31
I002059,P00088,WH02,1000,100,,2023-08-20
I002060,P00147,wh-01,-100,0,100,2022-07-29
I002061,P00111,WH02,50,100,500,2024-12-05
I002062,P00124,,0,0,300,2022-06-20
I002063,P00111,WH02,0,,,2023-02-07
I002064,P00173,WH02,0,10,300,2021-06-08
I002065,P00156,WH02,0,,100,2024-04-04
I002066,P00266,WH03,,10,300,2022-03-05
I002067,P00173,WH02,200,,,2021-12-08
I002068,P00120,WH03,,,100,2021-04-22
I002069,P00125,,,0,500,2024-10-05
I002070,P00175,WH01,1000,0,300,2022-02-25
I002071,P00072,,200,10,,2021-04-19
I002072,P00156,WH02,,100,100,2024-08-30
I002073,P00111,,0,0,100,2023-09-26
I002074,P00239,,50,10,300,2021-03-26
I002075,P00069,wh-01,-100,0,,2022-08-14
I002076,P00270,,0,10,500,2023-08-19
I002077,P00139,WH01,1000,10,,2022-08-23
I002078,P00091,WH03,1000,,300,2024-11-15
I002079,P00002,WH01,-100,0,,2021-05-10
I002080,P00243,,99999,,,2023-12-30
I002081,P00281,wh-01,0,10,300,2023-07-27
I002082,P00180,,0,0,,2022-01-14
I002083,P00029,,200,0,100,2022-12-11
I002084,P00271,,1000,0,500,2021-08-01
I002085,P00298,WH01,99999,100,,2023-03-26
I002086,P00003,WH01,,10,100,2024-08-03
I002087,P00058,WH02,1000,10,,2021-11-20
I002088,P00222,WH01,99999,0,300,2024-08-26
I002089,P00154,WH03,200,0,100,2021-12-20
I002090,P00297,,50,10,500,2023-02-12
I002091,P00197,WH01,1000,0,,2023-09-21
I002092,P00122,wh-01,200,100,300,2022-12-16
I002093,P00012,wh-01,1000,10,300,2022-11-29
I002094,P00223,wh-01,-100,0,,2023-11-01
I002095,P00060,wh-01,200,100,100,2023-03-28
I002096,P00113,,50,10,500,2022-04-18
I002097,P00056,WH01,99999,0,,2023-09-10
I002098,P00139,,-100,0,100,2024-06-04
I002099,P00009,wh-01,99999,10,100,2021-07-17
I002100,P00138,WH02,0,100,,2023-06-09
I002101,P00228,,0,0,100,2023-09-04
I002102,P00235,WH02,-100,0,300,2024-09-04
I002103,P00202,WH02,200,,,2023-03-11
I002104,P00019,WH01,50,0,,2022-10-13
I002105,P00239,,-100,,,2021-04-16
I002106,P00155,WH01,99999,10,500,2021-08-14
I002107,P00037,WH02,200,10,100,2024-12-22
I002108,P00269,WH03,0,10,100,2021-05-16
I002109,P00032,WH02,0,,300,2021-10-27
I002110,P00288,WH01,-100,100,500,2023-11-04
I002111,P00080,,50,,500,2022-09-19
I002112,P00176,WH02,99999,10,,2023-09-06
I002113,P00280,WH01,1000,0,500,2024-11-15
I002114,P00210,,99999,100,500,2022-07-03
I002115,P00080,WH03,1000,0,300,2022-04-15
I002116,P00204,WH03,1000,100,300,2021-05-31
I002117,P00032,,,10,300,2024-06-08
I002118,P00011,wh-01,50,0,,2022-03-19
I002119,P00166,wh-01,1000,,,2023-11-27
I002120,P00038,,-100,0,300,2021-06-01
I002121,P00027,,50,10,,2023-11-05
I002122,P00141,wh-01,,100,500,2024-01-29
I002123,P00287,wh-01,99999,0,500,2021-11-30
I002124,P00050,WH02,200,,100,2024-02-07
I002125,P00147,WH03,0,100,500,2024-02-02
I002126,P00139,WH02,1000,0,300,2024-08-30
I002127,P00121,wh-01,,100,100,2022-11-01
I002128,P00009,WH02,0,10,,2021-07-21
I002129,P00265,WH03,,,300,2021-05-08
I002130,P00018,wh-01,99999,100,,2024-12-04
I002131,P00166,WH02,1000,100,,2023-06-21
I002132,P00162,WH02,1000,0,100,2023-06-29
I002133,P00058,,50,,500,2022-05-23
I002134,P00137,WH01,200,0,,2024-06-06
I002135,P00133,wh-01,50,,500,2023-08-09
I002136,P00057,,1000,10,100,2023-07-15
I002137,P00101,WH03,1000,10,,2022-08-11
I002138,P00169,wh-01,,0,500,2023-04-12
I002139,P00105,WH01,-100,0,500,2024-10-27
I002140,P00185,WH03,50,0,300,2023-06-10
I002141,P00196,WH02,50,,300,2024-09-26
I002142,P00105,WH03,50,0,500,2021-11-17
I002143,P00205,,-100,10,300,2021-08-26
I002144,P00261,WH02,0,0,300,2023-07-26
I002145,P00205,WH02,50,100,300,2022-04-14
I002146,P00072,WH02,-100,,100,2021-01-29
I002147,P00071,WH01,-100,100,,2022-10-15
I002148,P00294,WH01,,100,100,2022-03-08
I002149,P00220,wh-01,,0,100,2022-08-14
I002150,P00177,WH02,99999,100,500,2021-06-26
I002151,P00239,WH02,99999,10,300,2022-05-05
I002152,P00058,WH03,0,0,500,2021-06-16
I002153,P00267,WH01,-100,,100,2024-07-07
I002154,P00244,,0,0,300,2022-05-03
I002155,P00212,WH03,0,10,,2023-07-15
I002156,P00232,wh-01,50,0,300,2024-12-09
I002157,P00119,WH03,-100,,300,2021-07-19
I002158,P00196,,0,100,300,2024-01-22
I002159,P00243,WH01,99999,,500,2023-04-30
I002160,P00032,WH03,,0,300,2023-03-01
I002161,P00180,wh-01,1000,10,100,2023-01-18
I002162,P00191,WH02,200,100,300,2021-05-16
I002163,P00243,WH02,200,10,,2023-01-12
I002164,P00092,WH01,-100,,300,2023-09-27
I002165,P00189,WH02,,100,300,2021-06-18
I002166,P00104,,99999,100,500,2022-10-03
I002167,P00237,,1000,10,300,2021-12-28
I002168,P00251,wh-01,1000,100,300,2023-06-04
I002169,P00052,wh-01,50,100,300,2021-10-20
I002170,P00261,WH02,-100,100,300,2023-12-15
I002171,P00053,WH02,-100,100,,2024-01-19
I002172,P00017,,0,100,100,2023-11-17
I002173,P00281,WH01,-100,,500,2021-06-18
I002174,P00181,WH02,,100,300,2021-01-08
I002175,P00297,,1000,0,,2021-10-02
I002176,P00230,WH02,99999,,500,2021-02-06
I002177,P00068,wh-01,50,0,300,2024-03-16
I002178,P00110,,200,0,300,2023-05-11
I002179,P00294,WH01,200,100,,2023-07-26
I002180,P00018,wh-01,1000,0,500,2024-09-10
I002181,P00216,,,,,2022-04-28
I002182,P00235,WH03,1000,,300,2021-02-11
I002183,P00056,WH02,99999,10,300,2024-09-02
I002184,P00242,WH03,-100,,500,2024-11-09
I002185,P00263,WH01,,,100,2023-07-26
I002186,P00038,WH01,50,10,500,2021-09-21
I002187,P00191,,,10,,2021-06-24
I002188,P00069,WH03,-100,10,100,2021-08-07
I002189,P00067,wh-01,50,10,100,2021-05-06
I002190,P00075,WH02,200,0,,2022-04-24
I002191,P00159,WH02,50,10,300,2022-10-25
I002192,P00108,WH02,0,0,100,2024-03-24
I002193,P00189,WH01,200,100,100,2024-04-17
I002194,P00072,WH02,50,10,300,2024-04-19
I002195,P00114,WH02,200,0,500,2023-06-13
I002196,P00133,WH02,50,100,500,2021-07-01
I002197,P00066,WH03,99999,,100,2023-06-06
I002198,P00273,,1000,10,100,2024-05-16
I002199,P00001,WH03,1000,100,100,2024-02-11
I002200,P00116,WH03,200,,300,2021-09-03
I002201,P00249,WH03,-100,10,300,2023-03-08
I002202,P00288,WH03,1000,100,,2021-04-08
I002203,P00261,WH01,,10,100,2024-09-04
I002204,P00051,wh-01,-100,,,2022-07-07
I002205,P00198,WH02,,0,,2021-05-09
I002206,P00064,WH01,99999,100,100,2023-12-26
I002207,P00286,,0,0,500,2022-04-07
I002208,P00279,wh-01,,,300,2023-11-27
I002209,P00030,,,10,,2024-11-23
I002210,P00170,WH03,0,100,,2022-10-31
I002211,P00019,WH02,0,10,,2023-04-13
I002212,P00186,WH01,200,10,,2023-05-25
I002213,P00129,,200,,100,2023-11-28
I002214,P00036,WH02,99999,100,100,2024-09-13
I002215,P00003,,99999,0,500,2021-11-28
I002216,P00037,WH03,1000,0,,2023-03-13
I002217,P00125,WH03,1000,,,2024-06-09
I002218,P00255,WH01,99999,,500,2021-07-29
I002219,P00152,WH01,1000,100,100,2021-03-14
I002220,P00023,wh-01,-100,100,,2023-12-13
I002221,P00274,WH02,-100,0,,2023-11-08
I002222,P00102,wh-01,50,10,,2023-05-17
I002223,P00263,WH03,0,0,300,2024-07-13
I002224,P00045,wh-01,200,10,100,2023-10-28
I002225,P00148,,99999,10,500,2021-09-02
I002226,P00049,,50,0,300,2023-12-24
I002227,P00261,WH02,1000,0,300,2021-12-02
I002228,P00041,WH03,,,100,2022-11-06
I002229,P00029,WH03,99999,10,300,2022-03-13
I002230,P00189,,-100,10,300,2023-03-25
I002231,P00147,WH03,0,0,500,2021-11-21
I002232,P00009,WH01,99999,10,,2022-10-19
I002233,P00089,WH02,200,0,300,2021-10-01
I002234,P00012,,-100,0,,2022-05-30
I002235,P00213,wh-01,50,10,300,2023-09-12
I002236,P00139,wh-01,1000,100,100,2024-07-26
I002237,P00022,,200,10,500,2022-12-25
I002238,P00298,WH03,,0,500,2021-12-03
I002239,P00017,WH02,1000,10,500,2024-02-08
I002240,P00188,,200,,,2024-05-05
I002241,P00147,WH03,50,,500,2023-04-27
I002242,P00036,WH01,0,0,,2021-04-22
I002243,P00235,,99999,0,,2022-11-07
I002244,P00254,wh-01,99999,,100,2024-02-17
I002245,P00009,WH03,99999,100,,2024-02-10
I002246,P00049,,-100,100,300,2023-09-27
I002247,P00286,WH03,,,500,2023-06-08
I002248,P00261,WH03,-100,10,300,2022-11-06
I002249,P00251,WH03,1000,10,500,2023-07-22
I002250,P00125,WH01,,0,100,2023-12-19
I002251,P00038,WH02,0,100,500,2024-08-18
I002252,P00039,WH03,-100,0,500,2021-10-07
I002253,P00286,WH02,200,0,300,2023-07-18
I002254,P00058,WH01,-100,100,100,2021-02-15
I002255,P00264,WH03,200,,,2023-09-10
I002256,P00156,,1000,10,300,2024-04-02
I002257,P00045,WH02,50,0,,2022-03-12
I002258,P00145,WH03,99999,,100,2024-12-27
I002259,P00037,WH03,,0,,2022-12-25
I002260,P00102,WH02,50,100,500,2021-12-22
I002261,P00170,,,,500,2023-03-02
I002262,P00248,WH03,50,100,,2022-05-23
I002263,P00268,WH02,,10,100,2023-10-21
I002264,P00137,WH01,1000,,100,2024-01-31
I002265,P00062,WH02,1000,100,,2024-05-18
I002266,P00218,WH01,,10,500,2022-06-16
I002267,P00069,WH03,50,100,,2022-05-31
I002268,P00294,,99999,,500,2023-02-07
I002269,P00141,WH03,0,100,,2022-03-08
I002270,P00204,,200,,500,2023-01-11
I002271,P00193,,,10,,2022-04-01
I002272,P00202,WH01,1000,10,,2023-06-25
I002273,P00215,wh-01,,100,,2023-11-10
I002274,P00249,WH03,99999,10,,2022-04-04
I002275,P00092,WH01,99999,0,,2023-03-24
I002276,P00266,WH03,200,10,500,2021-05-01
I002277,P00102,,99999,0,300,2021-01-03
I002278,P00057,WH03,200,10,500,2021-04-26
I002279,P00148,WH02,1000,10,500,2023-09-17
